,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
0,2020-10-01,AC,AZITROMICINA,364
1,2020-10-01,AC,AZITROMICINA DI-HIDRATADA,2329
2,2020-10-01,AC,IVERMECTINA,15
3,2020-10-01,AC,SULFATO DE HIDROXICLOROQUINA,240
4,2020-10-01,AL,AZITROMICINA,1107
5,2020-10-01,AL,AZITROMICINA DI-HIDRATADA,4669
6,2020-10-01,AL,IVERMECTINA,61
7,2020-10-01,AL,SULFATO DE HIDROXICLOROQUINA,568
8,2020-10-01,AM,AZITROMICINA,1301
9,2020-10-01,AM,AZITROMICINA DI-HIDRATADA,9202
10,2020-10-01,AM,IVERMECTINA,5
11,2020-10-01,AM,SULFATO DE HIDROXICLOROQUINA,392
12,2020-10-01,AP,AZITROMICINA,714
13,2020-10-01,AP,AZITROMICINA DI-HIDRATADA,4128
14,2020-10-01,AP,IVERMECTINA,53
15,2020-10-01,AP,SULFATO DE HIDROXICLOROQUINA,385
16,2020-10-01,BA,AZITROMICINA,6094
17,2020-10-01,BA,AZITROMICINA DI-HIDRATADA,33963
18,2020-10-01,BA,IVERMECTINA,713
19,2020-10-01,BA,SULFATO DE HIDROXICLOROQUINA,2920
20,2020-10-01,CE,AZITROMICINA,5650
21,2020-10-01,CE,AZITROMICINA DI-HIDRATADA,14221
22,2020-10-01,CE,IVERMECTINA,171
23,2020-10-01,CE,SULFATO DE HIDROXICLOROQUINA,1564
24,2020-10-01,DF,AZITROMICINA,1852
25,2020-10-01,DF,AZITROMICINA DI-HIDRATADA,16132
26,2020-10-01,DF,IVERMECTINA,54
27,2020-10-01,DF,SULFATO DE HIDROXICLOROQUINA,2448
28,2020-10-01,ES,AZITROMICINA,3162
29,2020-10-01,ES,AZITROMICINA DI-HIDRATADA,29362
30,2020-10-01,ES,IVERMECTINA,406
31,2020-10-01,ES,SULFATO DE HIDROXICLOROQUINA,2062
32,2020-10-01,GO,AZITROMICINA,9046
33,2020-10-01,GO,AZITROMICINA DI-HIDRATADA,44905
34,2020-10-01,GO,IVERMECTINA,1010
35,2020-10-01,GO,SULFATO DE HIDROXICLOROQUINA,4919
36,2020-10-01,MA,AZITROMICINA,1958
37,2020-10-01,MA,AZITROMICINA DI-HIDRATADA,8180
38,2020-10-01,MA,IVERMECTINA,111
39,2020-10-01,MA,SULFATO DE HIDROXICLOROQUINA,616
40,2020-10-01,MG,AZITROMICINA,22544
41,2020-10-01,MG,AZITROMICINA DI-HIDRATADA,106902
42,2020-10-01,MG,IVERMECTINA,1112
43,2020-10-01,MG,SULFATO DE HIDROXICLOROQUINA,9771
44,2020-10-01,MS,AZITROMICINA,2275
45,2020-10-01,MS,AZITROMICINA DI-HIDRATADA,9530
46,2020-10-01,MS,IVERMECTINA,595
47,2020-10-01,MS,SULFATO DE HIDROXICLOROQUINA,1315
48,2020-10-01,MT,AZITROMICINA,2008
49,2020-10-01,MT,AZITROMICINA DI-HIDRATADA,13734
50,2020-10-01,MT,IVERMECTINA,332
51,2020-10-01,MT,SULFATO DE HIDROXICLOROQUINA,1002
52,2020-10-01,PA,AZITROMICINA,4334
53,2020-10-01,PA,AZITROMICINA DI-HIDRATADA,20468
54,2020-10-01,PA,IVERMECTINA,262
55,2020-10-01,PA,SULFATO DE HIDROXICLOROQUINA,1455
56,2020-10-01,PB,AZITROMICINA,4268
57,2020-10-01,PB,AZITROMICINA DI-HIDRATADA,22221
58,2020-10-01,PB,IVERMECTINA,172
59,2020-10-01,PB,SULFATO DE HIDROXICLOROQUINA,1398
60,2020-10-01,PE,AZITROMICINA,4216
61,2020-10-01,PE,AZITROMICINA DI-HIDRATADA,19520
62,2020-10-01,PE,IVERMECTINA,757
63,2020-10-01,PE,SULFATO DE HIDROXICLOROQUINA,2226
64,2020-10-01,PI,AZITROMICINA,779
65,2020-10-01,PI,AZITROMICINA DI-HIDRATADA,7039
66,2020-10-01,PI,IVERMECTINA,335
67,2020-10-01,PI,SULFATO DE HIDROXICLOROQUINA,918
68,2020-10-01,PR,AZITROMICINA,12474
69,2020-10-01,PR,AZITROMICINA DI-HIDRATADA,48619
70,2020-10-01,PR,IVERMECTINA,822
