,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
0,2020-11-01,AC,AZITROMICINA,478
1,2020-11-01,AC,AZITROMICINA DI-HIDRATADA,4226
2,2020-11-01,AC,SULFATO DE HIDROXICLOROQUINA,196
3,2020-11-01,AL,AZITROMICINA,1172
4,2020-11-01,AL,AZITROMICINA DI-HIDRATADA,7163
5,2020-11-01,AL,IVERMECTINA,50
6,2020-11-01,AL,SULFATO DE HIDROXICLOROQUINA,812
7,2020-11-01,AM,AZITROMICINA,1913
8,2020-11-01,AM,AZITROMICINA DI-HIDRATADA,7638
9,2020-11-01,AM,SULFATO DE HIDROXICLOROQUINA,312
10,2020-11-01,AP,AZITROMICINA,582
11,2020-11-01,AP,AZITROMICINA DI-HIDRATADA,4453
12,2020-11-01,AP,SULFATO DE HIDROXICLOROQUINA,352
13,2020-11-01,BA,AZITROMICINA,7948
14,2020-11-01,BA,AZITROMICINA DI-HIDRATADA,40265
15,2020-11-01,BA,IVERMECTINA,645
16,2020-11-01,BA,SULFATO DE HIDROXICLOROQUINA,3150
17,2020-11-01,CE,AZITROMICINA,4597
18,2020-11-01,CE,AZITROMICINA DI-HIDRATADA,17141
19,2020-11-01,CE,IVERMECTINA,120
20,2020-11-01,CE,SULFATO DE HIDROXICLOROQUINA,1640
21,2020-11-01,DF,AZITROMICINA,2185
22,2020-11-01,DF,AZITROMICINA DI-HIDRATADA,22206
23,2020-11-01,DF,IVERMECTINA,13
24,2020-11-01,DF,SULFATO DE HIDROXICLOROQUINA,3236
25,2020-11-01,ES,AZITROMICINA,4761
26,2020-11-01,ES,AZITROMICINA DI-HIDRATADA,48659
27,2020-11-01,ES,IVERMECTINA,360
28,2020-11-01,ES,SULFATO DE HIDROXICLOROQUINA,3315
29,2020-11-01,GO,AZITROMICINA,9315
30,2020-11-01,GO,AZITROMICINA DI-HIDRATADA,42366
31,2020-11-01,GO,IVERMECTINA,594
32,2020-11-01,GO,SULFATO DE HIDROXICLOROQUINA,3587
33,2020-11-01,MA,AZITROMICINA,2420
34,2020-11-01,MA,AZITROMICINA DI-HIDRATADA,10921
35,2020-11-01,MA,IVERMECTINA,104
36,2020-11-01,MA,SULFATO DE HIDROXICLOROQUINA,718
37,2020-11-01,MG,AZITROMICINA,33659
38,2020-11-01,MG,AZITROMICINA DI-HIDRATADA,166594
39,2020-11-01,MG,IVERMECTINA,617
40,2020-11-01,MG,SULFATO DE HIDROXICLOROQUINA,12085
41,2020-11-01,MS,AZITROMICINA,5552
42,2020-11-01,MS,AZITROMICINA DI-HIDRATADA,21147
43,2020-11-01,MS,IVERMECTINA,336
44,2020-11-01,MS,SULFATO DE HIDROXICLOROQUINA,2924
45,2020-11-01,MT,AZITROMICINA,1593
46,2020-11-01,MT,AZITROMICINA DI-HIDRATADA,13765
47,2020-11-01,MT,IVERMECTINA,281
48,2020-11-01,MT,SULFATO DE HIDROXICLOROQUINA,956
49,2020-11-01,PA,AZITROMICINA,3708
50,2020-11-01,PA,AZITROMICINA DI-HIDRATADA,18759
51,2020-11-01,PA,IVERMECTINA,78
52,2020-11-01,PA,SULFATO DE HIDROXICLOROQUINA,1413
53,2020-11-01,PB,AZITROMICINA,5912
54,2020-11-01,PB,AZITROMICINA DI-HIDRATADA,30849
55,2020-11-01,PB,IVERMECTINA,126
56,2020-11-01,PB,SULFATO DE HIDROXICLOROQUINA,1509
57,2020-11-01,PE,AZITROMICINA,7177
58,2020-11-01,PE,AZITROMICINA DI-HIDRATADA,27517
59,2020-11-01,PE,IVERMECTINA,509
60,2020-11-01,PE,SULFATO DE HIDROXICLOROQUINA,2720
61,2020-11-01,PI,AZITROMICINA,612
62,2020-11-01,PI,AZITROMICINA DI-HIDRATADA,6661
63,2020-11-01,PI,IVERMECTINA,198
64,2020-11-01,PI,SULFATO DE HIDROXICLOROQUINA,690
65,2020-11-01,PR,AZITROMICINA,18442
66,2020-11-01,PR,AZITROMICINA DI-HIDRATADA,773570
67,2020-11-01,PR,IVERMECTINA,576
68,2020-11-01,PR,SULFATO DE HIDROXICLOROQUINA,10179
69,2020-11-01,RJ,AZITROMICINA,39828
70,2020-11-01,RJ,AZITROMICINA DI-HIDRATADA,137457
71,2020-11-01,RJ,IVERMECTINA,523
72,2020-11-01,RJ,SULFATO DE HIDROXICLOROQUINA,8581
73,2020-11-01,RN,AZITROMICINA,3507
74,2020-11-01,RN,AZITROMICINA DI-HIDRATADA,24453
75,2020-11-01,RN,IVERMECTINA,118
76,2020-11-01,RN,SULFATO DE HIDROXICLOROQUINA,1342
77,2020-11-01,RO,AZITROMICINA,1874
78,2020-11-01,RO,AZITROMICINA DI-HIDRATADA,10552
79,2020-11-01,RO,IVERMECTINA,30
80,2020-11-01,RO,SULFATO DE HIDROXICLOROQUINA,555
81,2020-11-01,RR,AZITROMICINA,429
82,2020-11-01,RR,AZITROMICINA DI-HIDRATADA,2608
83,2020-11-01,RR,IVERMECTINA,1
84,2020-11-01,RR,SULFATO DE HIDROXICLOROQUINA,120
85,2020-11-01,RS,AZITROMICINA,25695
86,2020-11-01,RS,AZITROMICINA DI-HIDRATADA,106863
87,2020-11-01,RS,IVERMECTINA,718
88,2020-11-01,RS,SULFATO DE HIDROXICLOROQUINA,12216
89,2020-11-01,SC,AZITROMICINA,14069
90,2020-11-01,SC,AZITROMICINA DI-HIDRATADA,92860
91,2020-11-01,SC,IVERMECTINA,1270
92,2020-11-01,SC,SULFATO DE HIDROXICLOROQUINA,9865
93,2020-11-01,SE,AZITROMICINA,1158
94,2020-11-01,SE,AZITROMICINA DI-HIDRATADA,6283
95,2020-11-01,SE,IVERMECTINA,60
96,2020-11-01,SE,SULFATO DE HIDROXICLOROQUINA,842
97,2020-11-01,SP,AZITROMICINA,58675
98,2020-11-01,SP,AZITROMICINA DI-HIDRATADA,352008
99,2020-11-01,SP,IVERMECTINA,1180
100,2020-11-01,SP,SULFATO DE HIDROXICLOROQUINA,21710
101,2020-11-01,TO,AZITROMICINA,975
102,2020-11-01,TO,AZITROMICINA DI-HIDRATADA,6766
103,2020-11-01,TO,IVERMECTINA,95
104,2020-11-01,TO,SULFATO DE HIDROXICLOROQUINA,356
