,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
0,2020-08-01,AC,AZITROMICINA,599
1,2020-08-01,AC,AZITROMICINA DI-HIDRATADA,5259
2,2020-08-01,AC,IVERMECTINA,3560
3,2020-08-01,AC,SULFATO DE HIDROXICLOROQUINA,254
4,2020-08-01,AL,AZITROMICINA,3196
5,2020-08-01,AL,AZITROMICINA DI-HIDRATADA,7355
6,2020-08-01,AL,IVERMECTINA,2825
7,2020-08-01,AL,SULFATO DE HIDROXICLOROQUINA,685
8,2020-08-01,AM,AZITROMICINA,1139
9,2020-08-01,AM,AZITROMICINA DI-HIDRATADA,6008
10,2020-08-01,AM,IVERMECTINA,1573
11,2020-08-01,AM,SULFATO DE HIDROXICLOROQUINA,342
12,2020-08-01,AP,AZITROMICINA,564
13,2020-08-01,AP,AZITROMICINA DI-HIDRATADA,3532
14,2020-08-01,AP,IVERMECTINA,94
15,2020-08-01,AP,SULFATO DE HIDROXICLOROQUINA,305
16,2020-08-01,BA,AZITROMICINA,8861
17,2020-08-01,BA,AZITROMICINA DI-HIDRATADA,54728
18,2020-08-01,BA,IVERMECTINA,24556
19,2020-08-01,BA,SULFATO DE HIDROXICLOROQUINA,4871
20,2020-08-01,CE,AZITROMICINA,4208
21,2020-08-01,CE,AZITROMICINA DI-HIDRATADA,19418
22,2020-08-01,CE,IVERMECTINA,11118
23,2020-08-01,CE,SULFATO DE HIDROXICLOROQUINA,1959
24,2020-08-01,DF,AZITROMICINA,4070
25,2020-08-01,DF,AZITROMICINA DI-HIDRATADA,44161
26,2020-08-01,DF,IVERMECTINA,22209
27,2020-08-01,DF,SULFATO DE HIDROXICLOROQUINA,7457
28,2020-08-01,ES,AZITROMICINA,3940
29,2020-08-01,ES,AZITROMICINA DI-HIDRATADA,28900
30,2020-08-01,ES,IVERMECTINA,10391
31,2020-08-01,ES,SULFATO DE HIDROXICLOROQUINA,2551
32,2020-08-01,GO,AZITROMICINA,21778
33,2020-08-01,GO,AZITROMICINA DI-HIDRATADA,112147
34,2020-08-01,GO,IVERMECTINA,33702
35,2020-08-01,GO,SULFATO DE HIDROXICLOROQUINA,11810
36,2020-08-01,MA,AZITROMICINA,2206
37,2020-08-01,MA,AZITROMICINA DI-HIDRATADA,12086
38,2020-08-01,MA,IVERMECTINA,2677
39,2020-08-01,MA,SULFATO DE HIDROXICLOROQUINA,660
40,2020-08-01,MG,AZITROMICINA,32581
41,2020-08-01,MG,AZITROMICINA DI-HIDRATADA,160938
42,2020-08-01,MG,IVERMECTINA,47171
43,2020-08-01,MG,SULFATO DE HIDROXICLOROQUINA,13256
44,2020-08-01,MS,AZITROMICINA,2750
45,2020-08-01,MS,AZITROMICINA DI-HIDRATADA,24312
46,2020-08-01,MS,IVERMECTINA,13808
47,2020-08-01,MS,SULFATO DE HIDROXICLOROQUINA,3732
48,2020-08-01,MT,AZITROMICINA,2485
49,2020-08-01,MT,AZITROMICINA DI-HIDRATADA,18382
50,2020-08-01,MT,IVERMECTINA,5423
51,2020-08-01,MT,SULFATO DE HIDROXICLOROQUINA,1280
52,2020-08-01,PA,AZITROMICINA,2814
53,2020-08-01,PA,AZITROMICINA DI-HIDRATADA,17924
54,2020-08-01,PA,IVERMECTINA,8708
55,2020-08-01,PA,SULFATO DE HIDROXICLOROQUINA,1463
56,2020-08-01,PB,AZITROMICINA,3462
57,2020-08-01,PB,AZITROMICINA DI-HIDRATADA,29624
58,2020-08-01,PB,IVERMECTINA,11035
59,2020-08-01,PB,SULFATO DE HIDROXICLOROQUINA,1686
60,2020-08-01,PE,AZITROMICINA,4358
61,2020-08-01,PE,AZITROMICINA DI-HIDRATADA,23051
62,2020-08-01,PE,IVERMECTINA,12698
63,2020-08-01,PE,SULFATO DE HIDROXICLOROQUINA,2769
64,2020-08-01,PI,AZITROMICINA,570
65,2020-08-01,PI,AZITROMICINA DI-HIDRATADA,8228
66,2020-08-01,PI,IVERMECTINA,4653
67,2020-08-01,PI,SULFATO DE HIDROXICLOROQUINA,1017
68,2020-08-01,PR,AZITROMICINA,13499
69,2020-08-01,PR,AZITROMICINA DI-HIDRATADA,66480
70,2020-08-01,PR,IVERMECTINA,33633
71,2020-08-01,PR,SULFATO DE HIDROXICLOROQUINA,7963
72,2020-08-01,RJ,AZITROMICINA,20591
73,2020-08-01,RJ,AZITROMICINA DI-HIDRATADA,76803
74,2020-08-01,RJ,IVERMECTINA,38539
75,2020-08-01,RJ,SULFATO DE HIDROXICLOROQUINA,9548
76,2020-08-01,RN,AZITROMICINA,2813
77,2020-08-01,RN,AZITROMICINA DI-HIDRATADA,25841
78,2020-08-01,RN,IVERMECTINA,8064
79,2020-08-01,RN,SULFATO DE HIDROXICLOROQUINA,1584
80,2020-08-01,RO,AZITROMICINA,3002
81,2020-08-01,RO,AZITROMICINA DI-HIDRATADA,17530
82,2020-08-01,RO,IVERMECTINA,10228
83,2020-08-01,RO,SULFATO DE HIDROXICLOROQUINA,683
84,2020-08-01,RR,AZITROMICINA,426
85,2020-08-01,RR,AZITROMICINA DI-HIDRATADA,2562
86,2020-08-01,RR,IVERMECTINA,976
87,2020-08-01,RR,SULFATO DE HIDROXICLOROQUINA,126
88,2020-08-01,RS,AZITROMICINA,17005
89,2020-08-01,RS,AZITROMICINA DI-HIDRATADA,101754
90,2020-08-01,RS,IVERMECTINA,44651
91,2020-08-01,RS,SULFATO DE HIDROXICLOROQUINA,13361
92,2020-08-01,SC,AZITROMICINA,6900
93,2020-08-01,SC,AZITROMICINA DI-HIDRATADA,56768
94,2020-08-01,SC,IVERMECTINA,32923
95,2020-08-01,SC,SULFATO DE HIDROXICLOROQUINA,8450
96,2020-08-01,SE,AZITROMICINA,1794
97,2020-08-01,SE,AZITROMICINA DI-HIDRATADA,10697
98,2020-08-01,SE,IVERMECTINA,5605
99,2020-08-01,SE,SULFATO DE HIDROXICLOROQUINA,1084
100,2020-08-01,SP,AZITROMICINA,60617
101,2020-08-01,SP,AZITROMICINA DI-HIDRATADA,338606
102,2020-08-01,SP,IVERMECTINA,128558
103,2020-08-01,SP,SULFATO DE HIDROXICLOROQUINA,22761
104,2020-08-01,TO,AZITROMICINA,1448
105,2020-08-01,TO,AZITROMICINA DI-HIDRATADA,24129
106,2020-08-01,TO,IVERMECTINA,10076
107,2020-08-01,TO,SULFATO DE HIDROXICLOROQUINA,976
