,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
0,2021-03-01,AC,AZITROMICINA,775
1,2021-03-01,AC,AZITROMICINA DI-HIDRATADA,5549
2,2021-03-01,AC,IVERMECTINA,20
3,2021-03-01,AC,SULFATO DE HIDROXICLOROQUINA,401
4,2021-03-01,AL,AZITROMICINA,2147
5,2021-03-01,AL,AZITROMICINA DI-HIDRATADA,11550
6,2021-03-01,AL,IVERMECTINA,29
7,2021-03-01,AL,SULFATO DE HIDROXICLOROQUINA,1178
8,2021-03-01,AM,AZITROMICINA,604
9,2021-03-01,AM,AZITROMICINA DI-HIDRATADA,4732
10,2021-03-01,AM,SULFATO DE HIDROXICLOROQUINA,322
11,2021-03-01,AP,AZITROMICINA,580
12,2021-03-01,AP,AZITROMICINA DI-HIDRATADA,5760
13,2021-03-01,AP,SULFATO DE HIDROXICLOROQUINA,271
14,2021-03-01,BA,AZITROMICINA,13009
15,2021-03-01,BA,AZITROMICINA DI-HIDRATADA,65955
16,2021-03-01,BA,IVERMECTINA,1266
17,2021-03-01,BA,SULFATO DE HIDROXICLOROQUINA,4351
18,2021-03-01,CE,AZITROMICINA,9774
19,2021-03-01,CE,AZITROMICINA DI-HIDRATADA,33907
20,2021-03-01,CE,IVERMECTINA,38
21,2021-03-01,CE,SULFATO DE HIDROXICLOROQUINA,2983
22,2021-03-01,DF,AZITROMICINA,4266
23,2021-03-01,DF,AZITROMICINA DI-HIDRATADA,40196
24,2021-03-01,DF,IVERMECTINA,6
25,2021-03-01,DF,SULFATO DE HIDROXICLOROQUINA,6049
26,2021-03-01,ES,AZITROMICINA,5935
27,2021-03-01,ES,AZITROMICINA DI-HIDRATADA,47038
28,2021-03-01,ES,IVERMECTINA,14
29,2021-03-01,ES,SULFATO DE HIDROXICLOROQUINA,3888
30,2021-03-01,GO,AZITROMICINA,24342
31,2021-03-01,GO,AZITROMICINA DI-HIDRATADA,91231
32,2021-03-01,GO,IVERMECTINA,445
33,2021-03-01,GO,SULFATO DE HIDROXICLOROQUINA,11147
34,2021-03-01,MA,AZITROMICINA,3843
35,2021-03-01,MA,AZITROMICINA DI-HIDRATADA,25644
36,2021-03-01,MA,IVERMECTINA,9
37,2021-03-01,MA,SULFATO DE HIDROXICLOROQUINA,1079
38,2021-03-01,MG,AZITROMICINA,49382
39,2021-03-01,MG,AZITROMICINA DI-HIDRATADA,269935
40,2021-03-01,MG,IVERMECTINA,486
41,2021-03-01,MG,SULFATO DE HIDROXICLOROQUINA,22257
42,2021-03-01,MS,AZITROMICINA,12073
43,2021-03-01,MS,AZITROMICINA DI-HIDRATADA,26176
44,2021-03-01,MS,IVERMECTINA,6
45,2021-03-01,MS,SULFATO DE HIDROXICLOROQUINA,4305
46,2021-03-01,MT,AZITROMICINA,6821
47,2021-03-01,MT,AZITROMICINA DI-HIDRATADA,35799
48,2021-03-01,MT,IVERMECTINA,18
49,2021-03-01,MT,SULFATO DE HIDROXICLOROQUINA,3178
50,2021-03-01,PA,AZITROMICINA,7192
51,2021-03-01,PA,AZITROMICINA DI-HIDRATADA,42924
52,2021-03-01,PA,IVERMECTINA,195
53,2021-03-01,PA,SULFATO DE HIDROXICLOROQUINA,2891
54,2021-03-01,PB,AZITROMICINA,6947
55,2021-03-01,PB,AZITROMICINA DI-HIDRATADA,42336
56,2021-03-01,PB,IVERMECTINA,11
57,2021-03-01,PB,SULFATO DE HIDROXICLOROQUINA,1871
58,2021-03-01,PE,AZITROMICINA,6894
59,2021-03-01,PE,AZITROMICINA DI-HIDRATADA,32220
60,2021-03-01,PE,IVERMECTINA,35
61,2021-03-01,PE,SULFATO DE HIDROXICLOROQUINA,3197
62,2021-03-01,PI,AZITROMICINA,1312
63,2021-03-01,PI,AZITROMICINA DI-HIDRATADA,12706
64,2021-03-01,PI,IVERMECTINA,32
65,2021-03-01,PI,SULFATO DE HIDROXICLOROQUINA,1156
66,2021-03-01,PR,AZITROMICINA,20543
67,2021-03-01,PR,AZITROMICINA DI-HIDRATADA,112997
68,2021-03-01,PR,IVERMECTINA,468
69,2021-03-01,PR,SULFATO DE HIDROXICLOROQUINA,18762
70,2021-03-01,RJ,AZITROMICINA,28167
71,2021-03-01,RJ,AZITROMICINA DI-HIDRATADA,114272
72,2021-03-01,RJ,IVERMECTINA,53
73,2021-03-01,RJ,SULFATO DE HIDROXICLOROQUINA,8638
74,2021-03-01,RN,AZITROMICINA,5820
75,2021-03-01,RN,AZITROMICINA DI-HIDRATADA,34707
76,2021-03-01,RN,IVERMECTINA,12
77,2021-03-01,RN,SULFATO DE HIDROXICLOROQUINA,1996
78,2021-03-01,RO,AZITROMICINA,3965
79,2021-03-01,RO,AZITROMICINA DI-HIDRATADA,24983
80,2021-03-01,RO,IVERMECTINA,14
81,2021-03-01,RO,SULFATO DE HIDROXICLOROQUINA,1372
82,2021-03-01,RR,AZITROMICINA,788
83,2021-03-01,RR,AZITROMICINA DI-HIDRATADA,3696
84,2021-03-01,RR,SULFATO DE HIDROXICLOROQUINA,277
85,2021-03-01,RS,AZITROMICINA,34563
86,2021-03-01,RS,AZITROMICINA DI-HIDRATADA,189893
87,2021-03-01,RS,IVERMECTINA,218
88,2021-03-01,RS,SULFATO DE HIDROXICLOROQUINA,32650
89,2021-03-01,SC,AZITROMICINA,14900
90,2021-03-01,SC,AZITROMICINA DI-HIDRATADA,78471
91,2021-03-01,SC,IVERMECTINA,1394
92,2021-03-01,SC,SULFATO DE HIDROXICLOROQUINA,13260
93,2021-03-01,SE,AZITROMICINA,2052
94,2021-03-01,SE,AZITROMICINA DI-HIDRATADA,15660
95,2021-03-01,SE,IVERMECTINA,16
96,2021-03-01,SE,SULFATO DE HIDROXICLOROQUINA,1289
97,2021-03-01,SP,AZITROMICINA,80705
98,2021-03-01,SP,AZITROMICINA DI-HIDRATADA,575961
99,2021-03-01,SP,IVERMECTINA,401
100,2021-03-01,SP,SULFATO DE HIDROXICLOROQUINA,38329
101,2021-03-01,TO,AZITROMICINA,2236
102,2021-03-01,TO,AZITROMICINA DI-HIDRATADA,16646
103,2021-03-01,TO,IVERMECTINA,30
104,2021-03-01,TO,SULFATO DE HIDROXICLOROQUINA,821
