,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
0,2020-09-01,AC,AZITROMICINA,414
1,2020-09-01,AC,AZITROMICINA DI-HIDRATADA,3092
2,2020-09-01,AC,IVERMECTINA,64
3,2020-09-01,AC,SULFATO DE HIDROXICLOROQUINA,152
4,2020-09-01,AL,AZITROMICINA,1165
5,2020-09-01,AL,AZITROMICINA DI-HIDRATADA,5109
6,2020-09-01,AL,IVERMECTINA,402
7,2020-09-01,AL,SULFATO DE HIDROXICLOROQUINA,571
8,2020-09-01,AM,AZITROMICINA,1169
9,2020-09-01,AM,AZITROMICINA DI-HIDRATADA,10391
10,2020-09-01,AM,IVERMECTINA,117
11,2020-09-01,AM,SULFATO DE HIDROXICLOROQUINA,468
12,2020-09-01,AP,AZITROMICINA,471
13,2020-09-01,AP,AZITROMICINA DI-HIDRATADA,2356
14,2020-09-01,AP,IVERMECTINA,26
15,2020-09-01,AP,SULFATO DE HIDROXICLOROQUINA,273
16,2020-09-01,BA,AZITROMICINA,6382
17,2020-09-01,BA,AZITROMICINA DI-HIDRATADA,38293
18,2020-09-01,BA,IVERMECTINA,2195
19,2020-09-01,BA,SULFATO DE HIDROXICLOROQUINA,3346
20,2020-09-01,CE,AZITROMICINA,4068
21,2020-09-01,CE,AZITROMICINA DI-HIDRATADA,14261
22,2020-09-01,CE,IVERMECTINA,942
23,2020-09-01,CE,SULFATO DE HIDROXICLOROQUINA,1642
24,2020-09-01,DF,AZITROMICINA,1866
25,2020-09-01,DF,AZITROMICINA DI-HIDRATADA,24020
26,2020-09-01,DF,IVERMECTINA,960
27,2020-09-01,DF,SULFATO DE HIDROXICLOROQUINA,3703
28,2020-09-01,ES,AZITROMICINA,3050
29,2020-09-01,ES,AZITROMICINA DI-HIDRATADA,23824
30,2020-09-01,ES,IVERMECTINA,1758
31,2020-09-01,ES,SULFATO DE HIDROXICLOROQUINA,1747
32,2020-09-01,GO,AZITROMICINA,12371
33,2020-09-01,GO,AZITROMICINA DI-HIDRATADA,75352
34,2020-09-01,GO,IVERMECTINA,3984
35,2020-09-01,GO,SULFATO DE HIDROXICLOROQUINA,8164
36,2020-09-01,MA,AZITROMICINA,1884
37,2020-09-01,MA,AZITROMICINA DI-HIDRATADA,8908
38,2020-09-01,MA,IVERMECTINA,319
39,2020-09-01,MA,SULFATO DE HIDROXICLOROQUINA,560
40,2020-09-01,MG,AZITROMICINA,27059
41,2020-09-01,MG,AZITROMICINA DI-HIDRATADA,128275
42,2020-09-01,MG,IVERMECTINA,6097
43,2020-09-01,MG,SULFATO DE HIDROXICLOROQUINA,11759
44,2020-09-01,MS,AZITROMICINA,2143
45,2020-09-01,MS,AZITROMICINA DI-HIDRATADA,14526
46,2020-09-01,MS,IVERMECTINA,2119
47,2020-09-01,MS,SULFATO DE HIDROXICLOROQUINA,2227
48,2020-09-01,MT,AZITROMICINA,1711
49,2020-09-01,MT,AZITROMICINA DI-HIDRATADA,16124
50,2020-09-01,MT,IVERMECTINA,961
51,2020-09-01,MT,SULFATO DE HIDROXICLOROQUINA,1192
52,2020-09-01,PA,AZITROMICINA,2004
53,2020-09-01,PA,AZITROMICINA DI-HIDRATADA,13471
54,2020-09-01,PA,IVERMECTINA,790
55,2020-09-01,PA,SULFATO DE HIDROXICLOROQUINA,1288
56,2020-09-01,PB,AZITROMICINA,2914
57,2020-09-01,PB,AZITROMICINA DI-HIDRATADA,22806
58,2020-09-01,PB,IVERMECTINA,1623
59,2020-09-01,PB,SULFATO DE HIDROXICLOROQUINA,1335
60,2020-09-01,PE,AZITROMICINA,3690
61,2020-09-01,PE,AZITROMICINA DI-HIDRATADA,17672
62,2020-09-01,PE,IVERMECTINA,1444
63,2020-09-01,PE,SULFATO DE HIDROXICLOROQUINA,1972
64,2020-09-01,PI,AZITROMICINA,623
65,2020-09-01,PI,AZITROMICINA DI-HIDRATADA,6243
66,2020-09-01,PI,IVERMECTINA,1320
67,2020-09-01,PI,SULFATO DE HIDROXICLOROQUINA,636
68,2020-09-01,PR,AZITROMICINA,12045
69,2020-09-01,PR,AZITROMICINA DI-HIDRATADA,58605
70,2020-09-01,PR,IVERMECTINA,5646
71,2020-09-01,PR,SULFATO DE HIDROXICLOROQUINA,6955
72,2020-09-01,RJ,AZITROMICINA,20847
73,2020-09-01,RJ,AZITROMICINA DI-HIDRATADA,70678
74,2020-09-01,RJ,IVERMECTINA,4354
75,2020-09-01,RJ,SULFATO DE HIDROXICLOROQUINA,7933
76,2020-09-01,RN,AZITROMICINA,2795
77,2020-09-01,RN,AZITROMICINA DI-HIDRATADA,21034
78,2020-09-01,RN,IVERMECTINA,1098
79,2020-09-01,RN,SULFATO DE HIDROXICLOROQUINA,1261
80,2020-09-01,RO,AZITROMICINA,1511
81,2020-09-01,RO,AZITROMICINA DI-HIDRATADA,13379
82,2020-09-01,RO,IVERMECTINA,526
83,2020-09-01,RO,SULFATO DE HIDROXICLOROQUINA,835
84,2020-09-01,RR,AZITROMICINA,404
85,2020-09-01,RR,AZITROMICINA DI-HIDRATADA,2392
86,2020-09-01,RR,IVERMECTINA,174
87,2020-09-01,RR,SULFATO DE HIDROXICLOROQUINA,134
88,2020-09-01,RS,AZITROMICINA,13694
89,2020-09-01,RS,AZITROMICINA DI-HIDRATADA,74405
90,2020-09-01,RS,IVERMECTINA,3729
91,2020-09-01,RS,SULFATO DE HIDROXICLOROQUINA,8835
92,2020-09-01,SC,AZITROMICINA,3621
93,2020-09-01,SC,AZITROMICINA DI-HIDRATADA,32161
94,2020-09-01,SC,IVERMECTINA,4460
95,2020-09-01,SC,SULFATO DE HIDROXICLOROQUINA,4466
96,2020-09-01,SE,AZITROMICINA,1173
97,2020-09-01,SE,AZITROMICINA DI-HIDRATADA,7364
98,2020-09-01,SE,IVERMECTINA,827
99,2020-09-01,SE,SULFATO DE HIDROXICLOROQUINA,941
100,2020-09-01,SP,AZITROMICINA,28202
101,2020-09-01,SP,AZITROMICINA DI-HIDRATADA,265883
102,2020-09-01,SP,IVERMECTINA,11865
103,2020-09-01,SP,SULFATO DE HIDROXICLOROQUINA,18791
104,2020-09-01,TO,AZITROMICINA,996
105,2020-09-01,TO,AZITROMICINA DI-HIDRATADA,10287
106,2020-09-01,TO,IVERMECTINA,1154
107,2020-09-01,TO,SULFATO DE HIDROXICLOROQUINA,641
