,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
0,2021-07-01,AC,AZITROMICINA,222
1,2021-07-01,AC,AZITROMICINA DI-HIDRATADA,1514
2,2021-07-01,AC,SULFATO DE HIDROXICLOROQUINA,161
3,2021-07-01,AL,AZITROMICINA,1109
4,2021-07-01,AL,AZITROMICINA DI-HIDRATADA,6375
5,2021-07-01,AL,IVERMECTINA,2
6,2021-07-01,AL,SULFATO DE HIDROXICLOROQUINA,595
7,2021-07-01,AM,AZITROMICINA,724
8,2021-07-01,AM,AZITROMICINA DI-HIDRATADA,3361
9,2021-07-01,AM,SULFATO DE HIDROXICLOROQUINA,206
10,2021-07-01,AP,AZITROMICINA,557
11,2021-07-01,AP,AZITROMICINA DI-HIDRATADA,2614
12,2021-07-01,AP,SULFATO DE HIDROXICLOROQUINA,183
13,2021-07-01,BA,AZITROMICINA,6127
14,2021-07-01,BA,AZITROMICINA DI-HIDRATADA,37883
15,2021-07-01,BA,IVERMECTINA,119
16,2021-07-01,BA,SULFATO DE HIDROXICLOROQUINA,2576
17,2021-07-01,CE,AZITROMICINA,2906
18,2021-07-01,CE,AZITROMICINA DI-HIDRATADA,12483
19,2021-07-01,CE,IVERMECTINA,3
20,2021-07-01,CE,SULFATO DE HIDROXICLOROQUINA,1344
21,2021-07-01,DF,AZITROMICINA,1984
22,2021-07-01,DF,AZITROMICINA DI-HIDRATADA,14574
23,2021-07-01,DF,SULFATO DE HIDROXICLOROQUINA,2633
24,2021-07-01,ES,AZITROMICINA,1853
25,2021-07-01,ES,AZITROMICINA DI-HIDRATADA,20711
26,2021-07-01,ES,IVERMECTINA,10
27,2021-07-01,ES,SULFATO DE HIDROXICLOROQUINA,1682
28,2021-07-01,GO,AZITROMICINA,13972
29,2021-07-01,GO,AZITROMICINA DI-HIDRATADA,58379
30,2021-07-01,GO,IVERMECTINA,36
31,2021-07-01,GO,SULFATO DE HIDROXICLOROQUINA,4875
32,2021-07-01,MA,AZITROMICINA,1536
33,2021-07-01,MA,AZITROMICINA DI-HIDRATADA,10892
34,2021-07-01,MA,IVERMECTINA,7
35,2021-07-01,MA,SULFATO DE HIDROXICLOROQUINA,789
36,2021-07-01,MG,AZITROMICINA,20611
37,2021-07-01,MG,AZITROMICINA DI-HIDRATADA,151415
38,2021-07-01,MG,IVERMECTINA,97
39,2021-07-01,MG,SULFATO DE HIDROXICLOROQUINA,10520
40,2021-07-01,MS,AZITROMICINA,4499
41,2021-07-01,MS,AZITROMICINA DI-HIDRATADA,13193
42,2021-07-01,MS,SULFATO DE HIDROXICLOROQUINA,1844
43,2021-07-01,MT,AZITROMICINA,3203
44,2021-07-01,MT,AZITROMICINA DI-HIDRATADA,17640
45,2021-07-01,MT,SULFATO DE HIDROXICLOROQUINA,825
46,2021-07-01,PA,AZITROMICINA,1697
47,2021-07-01,PA,AZITROMICINA DI-HIDRATADA,14092
48,2021-07-01,PA,IVERMECTINA,14
49,2021-07-01,PA,SULFATO DE HIDROXICLOROQUINA,1106
50,2021-07-01,PB,AZITROMICINA,3635
51,2021-07-01,PB,AZITROMICINA DI-HIDRATADA,17683
52,2021-07-01,PB,SULFATO DE HIDROXICLOROQUINA,1589
53,2021-07-01,PE,AZITROMICINA,3328
54,2021-07-01,PE,AZITROMICINA DI-HIDRATADA,15448
55,2021-07-01,PE,IVERMECTINA,19
56,2021-07-01,PE,SULFATO DE HIDROXICLOROQUINA,2809
57,2021-07-01,PI,AZITROMICINA,689
58,2021-07-01,PI,AZITROMICINA DI-HIDRATADA,5393
59,2021-07-01,PI,IVERMECTINA,6
60,2021-07-01,PI,SULFATO DE HIDROXICLOROQUINA,535
61,2021-07-01,PR,AZITROMICINA,10193
62,2021-07-01,PR,AZITROMICINA DI-HIDRATADA,59721
63,2021-07-01,PR,IVERMECTINA,12
64,2021-07-01,PR,SULFATO DE HIDROXICLOROQUINA,7130
65,2021-07-01,RJ,AZITROMICINA,13890
66,2021-07-01,RJ,AZITROMICINA DI-HIDRATADA,72417
67,2021-07-01,RJ,IVERMECTINA,17
68,2021-07-01,RJ,SULFATO DE HIDROXICLOROQUINA,6478
69,2021-07-01,RN,AZITROMICINA,2864
70,2021-07-01,RN,AZITROMICINA DI-HIDRATADA,16433
71,2021-07-01,RN,IVERMECTINA,13
72,2021-07-01,RN,SULFATO DE HIDROXICLOROQUINA,1247
73,2021-07-01,RO,AZITROMICINA,1506
74,2021-07-01,RO,AZITROMICINA DI-HIDRATADA,7006
75,2021-07-01,RO,IVERMECTINA,60
76,2021-07-01,RO,SULFATO DE HIDROXICLOROQUINA,418
77,2021-07-01,RR,AZITROMICINA,704
78,2021-07-01,RR,AZITROMICINA DI-HIDRATADA,2703
79,2021-07-01,RR,SULFATO DE HIDROXICLOROQUINA,134
80,2021-07-01,RS,AZITROMICINA,13749
81,2021-07-01,RS,AZITROMICINA DI-HIDRATADA,80460
82,2021-07-01,RS,IVERMECTINA,52
83,2021-07-01,RS,SULFATO DE HIDROXICLOROQUINA,9642
84,2021-07-01,SC,AZITROMICINA,6420
85,2021-07-01,SC,AZITROMICINA DI-HIDRATADA,38996
86,2021-07-01,SC,IVERMECTINA,45
87,2021-07-01,SC,SULFATO DE HIDROXICLOROQUINA,4337
88,2021-07-01,SE,AZITROMICINA,1077
89,2021-07-01,SE,AZITROMICINA DI-HIDRATADA,6440
90,2021-07-01,SE,IVERMECTINA,99
91,2021-07-01,SE,SULFATO DE HIDROXICLOROQUINA,669
92,2021-07-01,SP,AZITROMICINA,37754
93,2021-07-01,SP,AZITROMICINA DI-HIDRATADA,275789
94,2021-07-01,SP,IVERMECTINA,40
95,2021-07-01,SP,SULFATO DE HIDROXICLOROQUINA,21403
96,2021-07-01,TO,AZITROMICINA,602
97,2021-07-01,TO,AZITROMICINA DI-HIDRATADA,5874
98,2021-07-01,TO,SULFATO DE HIDROXICLOROQUINA,365
