,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
0,2021-10-01,AC,AZITROMICINA,265
1,2021-10-01,AC,AZITROMICINA DI-HIDRATADA,1515
2,2021-10-01,AC,SULFATO DE HIDROXICLOROQUINA,204
3,2021-10-01,AL,AZITROMICINA,839
4,2021-10-01,AL,AZITROMICINA DI-HIDRATADA,4804
5,2021-10-01,AL,SULFATO DE HIDROXICLOROQUINA,473
6,2021-10-01,AM,AZITROMICINA,501
7,2021-10-01,AM,AZITROMICINA DI-HIDRATADA,3682
8,2021-10-01,AM,SULFATO DE HIDROXICLOROQUINA,217
9,2021-10-01,AP,AZITROMICINA,456
10,2021-10-01,AP,AZITROMICINA DI-HIDRATADA,2588
11,2021-10-01,AP,SULFATO DE HIDROXICLOROQUINA,197
12,2021-10-01,BA,AZITROMICINA,3945
13,2021-10-01,BA,AZITROMICINA DI-HIDRATADA,23287
14,2021-10-01,BA,IVERMECTINA,36
15,2021-10-01,BA,SULFATO DE HIDROXICLOROQUINA,1935
16,2021-10-01,CE,AZITROMICINA,2425
17,2021-10-01,CE,AZITROMICINA DI-HIDRATADA,12151
18,2021-10-01,CE,SULFATO DE HIDROXICLOROQUINA,1152
19,2021-10-01,DF,AZITROMICINA,1771
20,2021-10-01,DF,AZITROMICINA DI-HIDRATADA,12878
21,2021-10-01,DF,SULFATO DE HIDROXICLOROQUINA,1760
22,2021-10-01,ES,AZITROMICINA,1530
23,2021-10-01,ES,AZITROMICINA DI-HIDRATADA,17508
24,2021-10-01,ES,IVERMECTINA,5
25,2021-10-01,ES,SULFATO DE HIDROXICLOROQUINA,1225
26,2021-10-01,GO,AZITROMICINA,7351
27,2021-10-01,GO,AZITROMICINA DI-HIDRATADA,30999
28,2021-10-01,GO,IVERMECTINA,26
29,2021-10-01,GO,SULFATO DE HIDROXICLOROQUINA,1865
30,2021-10-01,MA,AZITROMICINA,1484
31,2021-10-01,MA,AZITROMICINA DI-HIDRATADA,9990
32,2021-10-01,MA,IVERMECTINA,7
33,2021-10-01,MA,SULFATO DE HIDROXICLOROQUINA,448
34,2021-10-01,MG,AZITROMICINA,12371
35,2021-10-01,MG,AZITROMICINA DI-HIDRATADA,90749
36,2021-10-01,MG,IVERMECTINA,38
37,2021-10-01,MG,SULFATO DE HIDROXICLOROQUINA,5854
38,2021-10-01,MS,AZITROMICINA,2434
39,2021-10-01,MS,AZITROMICINA DI-HIDRATADA,9112
40,2021-10-01,MS,IVERMECTINA,19
41,2021-10-01,MS,SULFATO DE HIDROXICLOROQUINA,859
42,2021-10-01,MT,AZITROMICINA,2113
43,2021-10-01,MT,AZITROMICINA DI-HIDRATADA,12056
44,2021-10-01,MT,IVERMECTINA,2
45,2021-10-01,MT,SULFATO DE HIDROXICLOROQUINA,429
46,2021-10-01,PA,AZITROMICINA,1428
47,2021-10-01,PA,AZITROMICINA DI-HIDRATADA,14296
48,2021-10-01,PA,IVERMECTINA,1
49,2021-10-01,PA,SULFATO DE HIDROXICLOROQUINA,966
50,2021-10-01,PB,AZITROMICINA,2831
51,2021-10-01,PB,AZITROMICINA DI-HIDRATADA,12926
52,2021-10-01,PB,SULFATO DE HIDROXICLOROQUINA,1145
53,2021-10-01,PE,AZITROMICINA,3085
54,2021-10-01,PE,AZITROMICINA DI-HIDRATADA,14646
55,2021-10-01,PE,IVERMECTINA,4
56,2021-10-01,PE,SULFATO DE HIDROXICLOROQUINA,2091
57,2021-10-01,PI,AZITROMICINA,539
58,2021-10-01,PI,AZITROMICINA DI-HIDRATADA,4216
59,2021-10-01,PI,IVERMECTINA,2
60,2021-10-01,PI,SULFATO DE HIDROXICLOROQUINA,552
61,2021-10-01,PR,AZITROMICINA,7234
62,2021-10-01,PR,AZITROMICINA DI-HIDRATADA,49588
63,2021-10-01,PR,IVERMECTINA,60
64,2021-10-01,PR,SULFATO DE HIDROXICLOROQUINA,3741
65,2021-10-01,RJ,AZITROMICINA,7602
66,2021-10-01,RJ,AZITROMICINA DI-HIDRATADA,51391
67,2021-10-01,RJ,IVERMECTINA,13
68,2021-10-01,RJ,SULFATO DE HIDROXICLOROQUINA,5474
69,2021-10-01,RN,AZITROMICINA,3261
70,2021-10-01,RN,AZITROMICINA DI-HIDRATADA,15980
71,2021-10-01,RN,IVERMECTINA,9
72,2021-10-01,RN,SULFATO DE HIDROXICLOROQUINA,988
73,2021-10-01,RO,AZITROMICINA,1436
74,2021-10-01,RO,AZITROMICINA DI-HIDRATADA,6556
75,2021-10-01,RO,IVERMECTINA,1
76,2021-10-01,RO,SULFATO DE HIDROXICLOROQUINA,257
77,2021-10-01,RR,AZITROMICINA,434
78,2021-10-01,RR,AZITROMICINA DI-HIDRATADA,1390
79,2021-10-01,RR,SULFATO DE HIDROXICLOROQUINA,65
80,2021-10-01,RS,AZITROMICINA,14279
81,2021-10-01,RS,AZITROMICINA DI-HIDRATADA,88427
82,2021-10-01,RS,IVERMECTINA,7
83,2021-10-01,RS,SULFATO DE HIDROXICLOROQUINA,7139
84,2021-10-01,SC,AZITROMICINA,6289
85,2021-10-01,SC,AZITROMICINA DI-HIDRATADA,41358
86,2021-10-01,SC,IVERMECTINA,73
87,2021-10-01,SC,SULFATO DE HIDROXICLOROQUINA,2874
88,2021-10-01,SE,AZITROMICINA,1080
89,2021-10-01,SE,AZITROMICINA DI-HIDRATADA,5378
90,2021-10-01,SE,IVERMECTINA,1
91,2021-10-01,SE,SULFATO DE HIDROXICLOROQUINA,584
92,2021-10-01,SP,AZITROMICINA,35372
93,2021-10-01,SP,AZITROMICINA DI-HIDRATADA,218432
94,2021-10-01,SP,IVERMECTINA,16
95,2021-10-01,SP,SULFATO DE HIDROXICLOROQUINA,14278
96,2021-10-01,TO,AZITROMICINA,710
97,2021-10-01,TO,AZITROMICINA DI-HIDRATADA,4682
98,2021-10-01,TO,SULFATO DE HIDROXICLOROQUINA,283
