,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
0,2022-03-01,AC,AZITROMICINA,150
1,2022-03-01,AC,AZITROMICINA DI-HIDRATADA,587
2,2022-03-01,AC,SULFATO DE HIDROXICLOROQUINA,52
3,2022-03-01,AL,AZITROMICINA,96
4,2022-03-01,AL,AZITROMICINA DI-HIDRATADA,356
5,2022-03-01,AL,SULFATO DE HIDROXICLOROQUINA,3
6,2022-03-01,AM,AZITROMICINA,80
7,2022-03-01,AM,AZITROMICINA DI-HIDRATADA,730
8,2022-03-01,AM,SULFATO DE HIDROXICLOROQUINA,31
9,2022-03-01,AP,AZITROMICINA,60
10,2022-03-01,AP,AZITROMICINA DI-HIDRATADA,202
11,2022-03-01,BA,AZITROMICINA,527
12,2022-03-01,BA,AZITROMICINA DI-HIDRATADA,2016
13,2022-03-01,BA,IVERMECTINA,4
14,2022-03-01,BA,SULFATO DE HIDROXICLOROQUINA,19
15,2022-03-01,CE,AZITROMICINA,202
16,2022-03-01,CE,AZITROMICINA DI-HIDRATADA,1153
17,2022-03-01,CE,SULFATO DE HIDROXICLOROQUINA,12
18,2022-03-01,DF,AZITROMICINA,112
19,2022-03-01,DF,AZITROMICINA DI-HIDRATADA,422
20,2022-03-01,DF,SULFATO DE HIDROXICLOROQUINA,17
21,2022-03-01,ES,AZITROMICINA,207
22,2022-03-01,ES,AZITROMICINA DI-HIDRATADA,1726
23,2022-03-01,ES,SULFATO DE HIDROXICLOROQUINA,29
24,2022-03-01,GO,AZITROMICINA,803
25,2022-03-01,GO,AZITROMICINA DI-HIDRATADA,3256
26,2022-03-01,GO,IVERMECTINA,1
27,2022-03-01,GO,SULFATO DE HIDROXICLOROQUINA,61
28,2022-03-01,MA,AZITROMICINA,140
29,2022-03-01,MA,AZITROMICINA DI-HIDRATADA,823
30,2022-03-01,MA,SULFATO DE HIDROXICLOROQUINA,1
31,2022-03-01,MG,AZITROMICINA,1161
32,2022-03-01,MG,AZITROMICINA DI-HIDRATADA,7124
33,2022-03-01,MG,IVERMECTINA,2
34,2022-03-01,MG,SULFATO DE HIDROXICLOROQUINA,71
35,2022-03-01,MS,AZITROMICINA,294
36,2022-03-01,MS,AZITROMICINA DI-HIDRATADA,556
37,2022-03-01,MS,SULFATO DE HIDROXICLOROQUINA,13
38,2022-03-01,MT,AZITROMICINA,374
39,2022-03-01,MT,AZITROMICINA DI-HIDRATADA,1694
40,2022-03-01,MT,SULFATO DE HIDROXICLOROQUINA,2
41,2022-03-01,PA,AZITROMICINA,121
42,2022-03-01,PA,AZITROMICINA DI-HIDRATADA,1075
43,2022-03-01,PA,SULFATO DE HIDROXICLOROQUINA,26
44,2022-03-01,PB,AZITROMICINA,338
45,2022-03-01,PB,AZITROMICINA DI-HIDRATADA,861
46,2022-03-01,PB,SULFATO DE HIDROXICLOROQUINA,6
47,2022-03-01,PE,AZITROMICINA,166
48,2022-03-01,PE,AZITROMICINA DI-HIDRATADA,1030
49,2022-03-01,PE,IVERMECTINA,7
50,2022-03-01,PE,SULFATO DE HIDROXICLOROQUINA,29
51,2022-03-01,PI,AZITROMICINA,14
52,2022-03-01,PI,AZITROMICINA DI-HIDRATADA,129
53,2022-03-01,PI,SULFATO DE HIDROXICLOROQUINA,4
54,2022-03-01,PR,AZITROMICINA,730
55,2022-03-01,PR,AZITROMICINA DI-HIDRATADA,3153
56,2022-03-01,PR,IVERMECTINA,1
57,2022-03-01,PR,SULFATO DE HIDROXICLOROQUINA,87
58,2022-03-01,RJ,AZITROMICINA,1359
59,2022-03-01,RJ,AZITROMICINA DI-HIDRATADA,5688
60,2022-03-01,RJ,IVERMECTINA,2
61,2022-03-01,RJ,SULFATO DE HIDROXICLOROQUINA,139
62,2022-03-01,RN,AZITROMICINA,237
63,2022-03-01,RN,AZITROMICINA DI-HIDRATADA,1459
64,2022-03-01,RN,SULFATO DE HIDROXICLOROQUINA,16
65,2022-03-01,RO,AZITROMICINA,370
66,2022-03-01,RO,AZITROMICINA DI-HIDRATADA,1523
67,2022-03-01,RO,SULFATO DE HIDROXICLOROQUINA,20
68,2022-03-01,RR,AZITROMICINA,45
69,2022-03-01,RR,AZITROMICINA DI-HIDRATADA,216
70,2022-03-01,RR,SULFATO DE HIDROXICLOROQUINA,12
71,2022-03-01,RS,AZITROMICINA,781
72,2022-03-01,RS,AZITROMICINA DI-HIDRATADA,3282
73,2022-03-01,RS,IVERMECTINA,9
74,2022-03-01,RS,SULFATO DE HIDROXICLOROQUINA,127
75,2022-03-01,SC,AZITROMICINA,275
76,2022-03-01,SC,AZITROMICINA DI-HIDRATADA,1419
77,2022-03-01,SC,SULFATO DE HIDROXICLOROQUINA,27
78,2022-03-01,SE,AZITROMICINA,130
79,2022-03-01,SE,AZITROMICINA DI-HIDRATADA,565
80,2022-03-01,SE,SULFATO DE HIDROXICLOROQUINA,7
81,2022-03-01,SP,AZITROMICINA,3720
82,2022-03-01,SP,AZITROMICINA DI-HIDRATADA,13746
83,2022-03-01,SP,IVERMECTINA,1
84,2022-03-01,SP,SULFATO DE HIDROXICLOROQUINA,284
85,2022-03-01,TO,AZITROMICINA,121
86,2022-03-01,TO,AZITROMICINA DI-HIDRATADA,571
87,2022-03-01,TO,SULFATO DE HIDROXICLOROQUINA,3
