,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
0,2022-05-01,AC,AZITROMICINA,51
1,2022-05-01,AC,AZITROMICINA DI-HIDRATADA,210
2,2022-05-01,AC,SULFATO DE HIDROXICLOROQUINA,7
3,2022-05-01,AL,AZITROMICINA,77
4,2022-05-01,AL,AZITROMICINA DI-HIDRATADA,325
5,2022-05-01,AL,SULFATO DE HIDROXICLOROQUINA,1
6,2022-05-01,AM,AZITROMICINA,141
7,2022-05-01,AM,AZITROMICINA DI-HIDRATADA,922
8,2022-05-01,AM,SULFATO DE HIDROXICLOROQUINA,4
9,2022-05-01,AP,AZITROMICINA,305
10,2022-05-01,AP,AZITROMICINA DI-HIDRATADA,207
11,2022-05-01,BA,AZITROMICINA,571
12,2022-05-01,BA,AZITROMICINA DI-HIDRATADA,1843
13,2022-05-01,BA,SULFATO DE HIDROXICLOROQUINA,3
14,2022-05-01,CE,AZITROMICINA,193
15,2022-05-01,CE,AZITROMICINA DI-HIDRATADA,1394
16,2022-05-01,CE,SULFATO DE HIDROXICLOROQUINA,18
17,2022-05-01,DF,AZITROMICINA,154
18,2022-05-01,DF,AZITROMICINA DI-HIDRATADA,899
19,2022-05-01,DF,SULFATO DE HIDROXICLOROQUINA,11
20,2022-05-01,ES,AZITROMICINA,184
21,2022-05-01,ES,AZITROMICINA DI-HIDRATADA,1592
22,2022-05-01,ES,SULFATO DE HIDROXICLOROQUINA,22
23,2022-05-01,GO,AZITROMICINA,606
24,2022-05-01,GO,AZITROMICINA DI-HIDRATADA,2347
25,2022-05-01,GO,IVERMECTINA,2
26,2022-05-01,GO,SULFATO DE HIDROXICLOROQUINA,27
27,2022-05-01,MA,AZITROMICINA,68
28,2022-05-01,MA,AZITROMICINA DI-HIDRATADA,540
29,2022-05-01,MG,AZITROMICINA,873
30,2022-05-01,MG,AZITROMICINA DI-HIDRATADA,8245
31,2022-05-01,MG,SULFATO DE HIDROXICLOROQUINA,39
32,2022-05-01,MS,AZITROMICINA,286
33,2022-05-01,MS,AZITROMICINA DI-HIDRATADA,721
34,2022-05-01,MS,SULFATO DE HIDROXICLOROQUINA,5
35,2022-05-01,MT,AZITROMICINA,382
36,2022-05-01,MT,AZITROMICINA DI-HIDRATADA,1404
37,2022-05-01,MT,SULFATO DE HIDROXICLOROQUINA,2
38,2022-05-01,PA,AZITROMICINA,205
39,2022-05-01,PA,AZITROMICINA DI-HIDRATADA,1074
40,2022-05-01,PA,SULFATO DE HIDROXICLOROQUINA,3
41,2022-05-01,PB,AZITROMICINA,252
42,2022-05-01,PB,AZITROMICINA DI-HIDRATADA,972
43,2022-05-01,PB,SULFATO DE HIDROXICLOROQUINA,14
44,2022-05-01,PE,AZITROMICINA,215
45,2022-05-01,PE,AZITROMICINA DI-HIDRATADA,1281
46,2022-05-01,PE,SULFATO DE HIDROXICLOROQUINA,19
47,2022-05-01,PI,AZITROMICINA,42
48,2022-05-01,PI,AZITROMICINA DI-HIDRATADA,482
49,2022-05-01,PI,SULFATO DE HIDROXICLOROQUINA,9
50,2022-05-01,PR,AZITROMICINA,953
51,2022-05-01,PR,AZITROMICINA DI-HIDRATADA,4719
52,2022-05-01,PR,SULFATO DE HIDROXICLOROQUINA,32
53,2022-05-01,RJ,AZITROMICINA,1871
54,2022-05-01,RJ,AZITROMICINA DI-HIDRATADA,8182
55,2022-05-01,RJ,SULFATO DE HIDROXICLOROQUINA,305
56,2022-05-01,RN,AZITROMICINA,185
57,2022-05-01,RN,AZITROMICINA DI-HIDRATADA,1335
58,2022-05-01,RN,SULFATO DE HIDROXICLOROQUINA,15
59,2022-05-01,RO,AZITROMICINA,382
60,2022-05-01,RO,AZITROMICINA DI-HIDRATADA,1772
61,2022-05-01,RO,SULFATO DE HIDROXICLOROQUINA,2
62,2022-05-01,RR,AZITROMICINA,89
63,2022-05-01,RR,AZITROMICINA DI-HIDRATADA,240
64,2022-05-01,RS,AZITROMICINA,961
65,2022-05-01,RS,AZITROMICINA DI-HIDRATADA,4658
66,2022-05-01,RS,SULFATO DE HIDROXICLOROQUINA,103
67,2022-05-01,SC,AZITROMICINA,299
68,2022-05-01,SC,AZITROMICINA DI-HIDRATADA,1234
69,2022-05-01,SC,SULFATO DE HIDROXICLOROQUINA,7
70,2022-05-01,SE,AZITROMICINA,123
71,2022-05-01,SE,AZITROMICINA DI-HIDRATADA,582
72,2022-05-01,SE,SULFATO DE HIDROXICLOROQUINA,6
73,2022-05-01,SP,AZITROMICINA,3839
74,2022-05-01,SP,AZITROMICINA DI-HIDRATADA,18462
75,2022-05-01,SP,SULFATO DE HIDROXICLOROQUINA,194
76,2022-05-01,TO,AZITROMICINA,143
77,2022-05-01,TO,AZITROMICINA DI-HIDRATADA,651
78,2022-05-01,TO,SULFATO DE HIDROXICLOROQUINA,4
