,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
0,2020-06-01,AC,AZITROMICINA,1269
1,2020-06-01,AC,AZITROMICINA DI-HIDRATADA,12558
2,2020-06-01,AC,SULFATO DE HIDROXICLOROQUINA,211
3,2020-06-01,AL,AZITROMICINA,5610
4,2020-06-01,AL,AZITROMICINA DI-HIDRATADA,20046
5,2020-06-01,AL,IVERMECTINA,29
6,2020-06-01,AL,SULFATO DE HIDROXICLOROQUINA,788
7,2020-06-01,AM,AZITROMICINA,1328
8,2020-06-01,AM,AZITROMICINA DI-HIDRATADA,7396
9,2020-06-01,AM,SULFATO DE HIDROXICLOROQUINA,543
10,2020-06-01,AP,AZITROMICINA,1164
11,2020-06-01,AP,AZITROMICINA DI-HIDRATADA,6903
12,2020-06-01,AP,SULFATO DE HIDROXICLOROQUINA,338
13,2020-06-01,BA,AZITROMICINA,14603
14,2020-06-01,BA,AZITROMICINA DI-HIDRATADA,61836
15,2020-06-01,BA,IVERMECTINA,15
16,2020-06-01,BA,SULFATO DE HIDROXICLOROQUINA,3442
17,2020-06-01,CE,AZITROMICINA,9258
18,2020-06-01,CE,AZITROMICINA DI-HIDRATADA,28853
19,2020-06-01,CE,IVERMECTINA,48
20,2020-06-01,CE,SULFATO DE HIDROXICLOROQUINA,3258
21,2020-06-01,DF,AZITROMICINA,4522
22,2020-06-01,DF,AZITROMICINA DI-HIDRATADA,23467
23,2020-06-01,DF,SULFATO DE HIDROXICLOROQUINA,1915
24,2020-06-01,ES,AZITROMICINA,5043
25,2020-06-01,ES,AZITROMICINA DI-HIDRATADA,48288
26,2020-06-01,ES,SULFATO DE HIDROXICLOROQUINA,1648
27,2020-06-01,GO,AZITROMICINA,17890
28,2020-06-01,GO,AZITROMICINA DI-HIDRATADA,61408
29,2020-06-01,GO,IVERMECTINA,103
30,2020-06-01,GO,SULFATO DE HIDROXICLOROQUINA,2277
31,2020-06-01,MA,AZITROMICINA,3109
32,2020-06-01,MA,AZITROMICINA DI-HIDRATADA,22135
33,2020-06-01,MA,SULFATO DE HIDROXICLOROQUINA,1244
34,2020-06-01,MG,AZITROMICINA,18451
35,2020-06-01,MG,AZITROMICINA DI-HIDRATADA,107220
36,2020-06-01,MG,IVERMECTINA,297
37,2020-06-01,MG,SULFATO DE HIDROXICLOROQUINA,9075
38,2020-06-01,MS,AZITROMICINA,4373
39,2020-06-01,MS,AZITROMICINA DI-HIDRATADA,13278
40,2020-06-01,MS,SULFATO DE HIDROXICLOROQUINA,734
41,2020-06-01,MT,AZITROMICINA,14268
42,2020-06-01,MT,AZITROMICINA DI-HIDRATADA,36938
43,2020-06-01,MT,IVERMECTINA,141
44,2020-06-01,MT,SULFATO DE HIDROXICLOROQUINA,189
45,2020-06-01,PA,AZITROMICINA,3293
46,2020-06-01,PA,AZITROMICINA DI-HIDRATADA,27230
47,2020-06-01,PA,SULFATO DE HIDROXICLOROQUINA,2191
48,2020-06-01,PB,AZITROMICINA,15647
49,2020-06-01,PB,AZITROMICINA DI-HIDRATADA,45751
50,2020-06-01,PB,IVERMECTINA,31
51,2020-06-01,PB,SULFATO DE HIDROXICLOROQUINA,1650
52,2020-06-01,PE,AZITROMICINA,8540
53,2020-06-01,PE,AZITROMICINA DI-HIDRATADA,34204
54,2020-06-01,PE,SULFATO DE HIDROXICLOROQUINA,2314
55,2020-06-01,PI,AZITROMICINA,2155
56,2020-06-01,PI,AZITROMICINA DI-HIDRATADA,18173
57,2020-06-01,PI,IVERMECTINA,6
58,2020-06-01,PI,SULFATO DE HIDROXICLOROQUINA,892
59,2020-06-01,PR,AZITROMICINA,11187
60,2020-06-01,PR,AZITROMICINA DI-HIDRATADA,40542
61,2020-06-01,PR,SULFATO DE HIDROXICLOROQUINA,4335
62,2020-06-01,RJ,AZITROMICINA,12415
63,2020-06-01,RJ,AZITROMICINA DI-HIDRATADA,81350
64,2020-06-01,RJ,IVERMECTINA,3
65,2020-06-01,RJ,SULFATO DE HIDROXICLOROQUINA,8826
66,2020-06-01,RN,AZITROMICINA,11551
67,2020-06-01,RN,AZITROMICINA DI-HIDRATADA,68796
68,2020-06-01,RN,SULFATO DE HIDROXICLOROQUINA,1245
69,2020-06-01,RO,AZITROMICINA,6407
70,2020-06-01,RO,AZITROMICINA DI-HIDRATADA,35085
71,2020-06-01,RO,SULFATO DE HIDROXICLOROQUINA,345
72,2020-06-01,RR,AZITROMICINA,3472
73,2020-06-01,RR,AZITROMICINA DI-HIDRATADA,11761
74,2020-06-01,RR,SULFATO DE HIDROXICLOROQUINA,178
75,2020-06-01,RS,AZITROMICINA,12381
76,2020-06-01,RS,AZITROMICINA DI-HIDRATADA,51718
77,2020-06-01,RS,IVERMECTINA,3
78,2020-06-01,RS,SULFATO DE HIDROXICLOROQUINA,5311
79,2020-06-01,SC,AZITROMICINA,6274
80,2020-06-01,SC,AZITROMICINA DI-HIDRATADA,26050
81,2020-06-01,SC,SULFATO DE HIDROXICLOROQUINA,3120
82,2020-06-01,SE,AZITROMICINA,5146
83,2020-06-01,SE,AZITROMICINA DI-HIDRATADA,15444
84,2020-06-01,SE,SULFATO DE HIDROXICLOROQUINA,1034
85,2020-06-01,SP,AZITROMICINA,87344
86,2020-06-01,SP,AZITROMICINA DI-HIDRATADA,296950
87,2020-06-01,SP,IVERMECTINA,13
88,2020-06-01,SP,SULFATO DE HIDROXICLOROQUINA,16105
89,2020-06-01,TO,AZITROMICINA,1463
90,2020-06-01,TO,AZITROMICINA DI-HIDRATADA,10490
