,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
0,2022-08-01,AC,AZITROMICINA,5
1,2022-08-01,AC,AZITROMICINA DI-HIDRATADA,148
2,2022-08-01,AL,AZITROMICINA,163
3,2022-08-01,AL,AZITROMICINA DI-HIDRATADA,665
4,2022-08-01,AL,IVERMECTINA,2
5,2022-08-01,AL,SULFATO DE HIDROXICLOROQUINA,1
6,2022-08-01,AM,AZITROMICINA,136
7,2022-08-01,AM,AZITROMICINA DI-HIDRATADA,874
8,2022-08-01,AP,AZITROMICINA,8
9,2022-08-01,AP,AZITROMICINA DI-HIDRATADA,310
10,2022-08-01,BA,AZITROMICINA,420
11,2022-08-01,BA,AZITROMICINA DI-HIDRATADA,2837
12,2022-08-01,BA,SULFATO DE HIDROXICLOROQUINA,8
13,2022-08-01,CE,AZITROMICINA,553
14,2022-08-01,CE,AZITROMICINA DI-HIDRATADA,1175
15,2022-08-01,CE,SULFATO DE HIDROXICLOROQUINA,22
16,2022-08-01,DF,AZITROMICINA,175
17,2022-08-01,DF,AZITROMICINA DI-HIDRATADA,1308
18,2022-08-01,DF,SULFATO DE HIDROXICLOROQUINA,3
19,2022-08-01,ES,AZITROMICINA,74
20,2022-08-01,ES,AZITROMICINA DI-HIDRATADA,1346
21,2022-08-01,ES,SULFATO DE HIDROXICLOROQUINA,5
22,2022-08-01,GO,AZITROMICINA,579
23,2022-08-01,GO,AZITROMICINA DI-HIDRATADA,1569
24,2022-08-01,GO,IVERMECTINA,4
25,2022-08-01,GO,SULFATO DE HIDROXICLOROQUINA,13
26,2022-08-01,MA,AZITROMICINA,97
27,2022-08-01,MA,AZITROMICINA DI-HIDRATADA,1109
28,2022-08-01,MA,SULFATO DE HIDROXICLOROQUINA,3
29,2022-08-01,MG,AZITROMICINA,944
30,2022-08-01,MG,AZITROMICINA DI-HIDRATADA,7206
31,2022-08-01,MG,SULFATO DE HIDROXICLOROQUINA,37
32,2022-08-01,MS,AZITROMICINA,288
33,2022-08-01,MS,AZITROMICINA DI-HIDRATADA,852
34,2022-08-01,MS,SULFATO DE HIDROXICLOROQUINA,18
35,2022-08-01,MT,AZITROMICINA,420
36,2022-08-01,MT,AZITROMICINA DI-HIDRATADA,1905
37,2022-08-01,MT,SULFATO DE HIDROXICLOROQUINA,8
38,2022-08-01,PA,AZITROMICINA,80
39,2022-08-01,PA,AZITROMICINA DI-HIDRATADA,1480
40,2022-08-01,PA,SULFATO DE HIDROXICLOROQUINA,2
41,2022-08-01,PB,AZITROMICINA,135
42,2022-08-01,PB,AZITROMICINA DI-HIDRATADA,1052
43,2022-08-01,PB,SULFATO DE HIDROXICLOROQUINA,7
44,2022-08-01,PE,AZITROMICINA,254
45,2022-08-01,PE,AZITROMICINA DI-HIDRATADA,1681
46,2022-08-01,PE,SULFATO DE HIDROXICLOROQUINA,23
47,2022-08-01,PI,AZITROMICINA,159
48,2022-08-01,PI,AZITROMICINA DI-HIDRATADA,887
49,2022-08-01,PI,IVERMECTINA,1
50,2022-08-01,PR,AZITROMICINA,761
51,2022-08-01,PR,AZITROMICINA DI-HIDRATADA,3317
52,2022-08-01,PR,IVERMECTINA,1
53,2022-08-01,PR,SULFATO DE HIDROXICLOROQUINA,7
54,2022-08-01,RJ,AZITROMICINA,1969
55,2022-08-01,RJ,AZITROMICINA DI-HIDRATADA,6980
56,2022-08-01,RJ,SULFATO DE HIDROXICLOROQUINA,79
57,2022-08-01,RN,AZITROMICINA,267
58,2022-08-01,RN,AZITROMICINA DI-HIDRATADA,1990
59,2022-08-01,RN,SULFATO DE HIDROXICLOROQUINA,5
60,2022-08-01,RO,AZITROMICINA,230
61,2022-08-01,RO,AZITROMICINA DI-HIDRATADA,1460
62,2022-08-01,RO,SULFATO DE HIDROXICLOROQUINA,1
63,2022-08-01,RR,AZITROMICINA,32
64,2022-08-01,RR,AZITROMICINA DI-HIDRATADA,391
65,2022-08-01,RR,SULFATO DE HIDROXICLOROQUINA,1
66,2022-08-01,RS,AZITROMICINA,1423
67,2022-08-01,RS,AZITROMICINA DI-HIDRATADA,4485
68,2022-08-01,RS,SULFATO DE HIDROXICLOROQUINA,18
69,2022-08-01,SC,AZITROMICINA,189
70,2022-08-01,SC,AZITROMICINA DI-HIDRATADA,1240
71,2022-08-01,SC,SULFATO DE HIDROXICLOROQUINA,10
72,2022-08-01,SE,AZITROMICINA,109
73,2022-08-01,SE,AZITROMICINA DI-HIDRATADA,542
74,2022-08-01,SE,SULFATO DE HIDROXICLOROQUINA,1
75,2022-08-01,SP,AZITROMICINA,3823
76,2022-08-01,SP,AZITROMICINA DI-HIDRATADA,19658
77,2022-08-01,SP,SULFATO DE HIDROXICLOROQUINA,68
78,2022-08-01,TO,AZITROMICINA,160
79,2022-08-01,TO,AZITROMICINA DI-HIDRATADA,1041
