,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
0,2021-05-01,AC,AZITROMICINA,354
1,2021-05-01,AC,AZITROMICINA DI-HIDRATADA,2401
2,2021-05-01,AC,SULFATO DE HIDROXICLOROQUINA,174
3,2021-05-01,AL,AZITROMICINA,1819
4,2021-05-01,AL,AZITROMICINA DI-HIDRATADA,10109
5,2021-05-01,AL,IVERMECTINA,2
6,2021-05-01,AL,SULFATO DE HIDROXICLOROQUINA,760
7,2021-05-01,AM,AZITROMICINA,837
8,2021-05-01,AM,AZITROMICINA DI-HIDRATADA,3232
9,2021-05-01,AM,SULFATO DE HIDROXICLOROQUINA,244
10,2021-05-01,AP,AZITROMICINA,429
11,2021-05-01,AP,AZITROMICINA DI-HIDRATADA,2758
12,2021-05-01,AP,SULFATO DE HIDROXICLOROQUINA,197
13,2021-05-01,BA,AZITROMICINA,10006
14,2021-05-01,BA,AZITROMICINA DI-HIDRATADA,58655
15,2021-05-01,BA,IVERMECTINA,280
16,2021-05-01,BA,SULFATO DE HIDROXICLOROQUINA,3420
17,2021-05-01,CE,AZITROMICINA,5943
18,2021-05-01,CE,AZITROMICINA DI-HIDRATADA,25463
19,2021-05-01,CE,IVERMECTINA,37
20,2021-05-01,CE,SULFATO DE HIDROXICLOROQUINA,1768
21,2021-05-01,DF,AZITROMICINA,2539
22,2021-05-01,DF,AZITROMICINA DI-HIDRATADA,16828
23,2021-05-01,DF,IVERMECTINA,11
24,2021-05-01,DF,SULFATO DE HIDROXICLOROQUINA,3013
25,2021-05-01,ES,AZITROMICINA,2716
26,2021-05-01,ES,AZITROMICINA DI-HIDRATADA,24959
27,2021-05-01,ES,IVERMECTINA,41
28,2021-05-01,ES,SULFATO DE HIDROXICLOROQUINA,2241
29,2021-05-01,GO,AZITROMICINA,13818
30,2021-05-01,GO,AZITROMICINA DI-HIDRATADA,47896
31,2021-05-01,GO,IVERMECTINA,76
32,2021-05-01,GO,SULFATO DE HIDROXICLOROQUINA,4351
33,2021-05-01,MA,AZITROMICINA,2477
34,2021-05-01,MA,AZITROMICINA DI-HIDRATADA,17127
35,2021-05-01,MA,IVERMECTINA,81
36,2021-05-01,MA,SULFATO DE HIDROXICLOROQUINA,802
37,2021-05-01,MG,AZITROMICINA,32026
38,2021-05-01,MG,AZITROMICINA DI-HIDRATADA,190645
39,2021-05-01,MG,IVERMECTINA,238
40,2021-05-01,MG,SULFATO DE HIDROXICLOROQUINA,15087
41,2021-05-01,MS,AZITROMICINA,7623
42,2021-05-01,MS,AZITROMICINA DI-HIDRATADA,20221
43,2021-05-01,MS,SULFATO DE HIDROXICLOROQUINA,2726
44,2021-05-01,MT,AZITROMICINA,3040
45,2021-05-01,MT,AZITROMICINA DI-HIDRATADA,17692
46,2021-05-01,MT,SULFATO DE HIDROXICLOROQUINA,907
47,2021-05-01,PA,AZITROMICINA,2209
48,2021-05-01,PA,AZITROMICINA DI-HIDRATADA,17113
49,2021-05-01,PA,IVERMECTINA,4
50,2021-05-01,PA,SULFATO DE HIDROXICLOROQUINA,1396
51,2021-05-01,PB,AZITROMICINA,5894
52,2021-05-01,PB,AZITROMICINA DI-HIDRATADA,37515
53,2021-05-01,PB,SULFATO DE HIDROXICLOROQUINA,1315
54,2021-05-01,PE,AZITROMICINA,6404
55,2021-05-01,PE,AZITROMICINA DI-HIDRATADA,33880
56,2021-05-01,PE,IVERMECTINA,45
57,2021-05-01,PE,SULFATO DE HIDROXICLOROQUINA,2784
58,2021-05-01,PI,AZITROMICINA,998
59,2021-05-01,PI,AZITROMICINA DI-HIDRATADA,9741
60,2021-05-01,PI,IVERMECTINA,44
61,2021-05-01,PI,SULFATO DE HIDROXICLOROQUINA,705
62,2021-05-01,PR,AZITROMICINA,17367
63,2021-05-01,PR,AZITROMICINA DI-HIDRATADA,94984
64,2021-05-01,PR,IVERMECTINA,167
