,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
0,2021-02-01,AC,AZITROMICINA,751
1,2021-02-01,AC,AZITROMICINA DI-HIDRATADA,5784
2,2021-02-01,AC,IVERMECTINA,23
3,2021-02-01,AC,SULFATO DE HIDROXICLOROQUINA,217
4,2021-02-01,AL,AZITROMICINA,929
5,2021-02-01,AL,AZITROMICINA DI-HIDRATADA,8138
6,2021-02-01,AL,IVERMECTINA,30
7,2021-02-01,AL,SULFATO DE HIDROXICLOROQUINA,788
8,2021-02-01,AM,AZITROMICINA,579
9,2021-02-01,AM,AZITROMICINA DI-HIDRATADA,5332
10,2021-02-01,AM,IVERMECTINA,2
11,2021-02-01,AM,SULFATO DE HIDROXICLOROQUINA,386
12,2021-02-01,AP,AZITROMICINA,401
13,2021-02-01,AP,AZITROMICINA DI-HIDRATADA,3007
14,2021-02-01,AP,SULFATO DE HIDROXICLOROQUINA,195
15,2021-02-01,BA,AZITROMICINA,10979
16,2021-02-01,BA,AZITROMICINA DI-HIDRATADA,54772
17,2021-02-01,BA,IVERMECTINA,698
18,2021-02-01,BA,SULFATO DE HIDROXICLOROQUINA,3321
19,2021-02-01,CE,AZITROMICINA,8279
20,2021-02-01,CE,AZITROMICINA DI-HIDRATADA,24955
21,2021-02-01,CE,IVERMECTINA,35
22,2021-02-01,CE,SULFATO DE HIDROXICLOROQUINA,2224
23,2021-02-01,DF,AZITROMICINA,2205
24,2021-02-01,DF,AZITROMICINA DI-HIDRATADA,17446
25,2021-02-01,DF,IVERMECTINA,20
26,2021-02-01,DF,SULFATO DE HIDROXICLOROQUINA,2775
27,2021-02-01,ES,AZITROMICINA,3180
28,2021-02-01,ES,AZITROMICINA DI-HIDRATADA,24286
29,2021-02-01,ES,IVERMECTINA,96
30,2021-02-01,ES,SULFATO DE HIDROXICLOROQUINA,2112
31,2021-02-01,GO,AZITROMICINA,15005
32,2021-02-01,GO,AZITROMICINA DI-HIDRATADA,52235
33,2021-02-01,GO,IVERMECTINA,146
34,2021-02-01,GO,SULFATO DE HIDROXICLOROQUINA,5411
35,2021-02-01,MA,AZITROMICINA,2610
36,2021-02-01,MA,AZITROMICINA DI-HIDRATADA,15733
37,2021-02-01,MA,IVERMECTINA,67
38,2021-02-01,MA,SULFATO DE HIDROXICLOROQUINA,806
39,2021-02-01,MG,AZITROMICINA,34404
40,2021-02-01,MG,AZITROMICINA DI-HIDRATADA,143801
41,2021-02-01,MG,IVERMECTINA,649
42,2021-02-01,MG,SULFATO DE HIDROXICLOROQUINA,12779
43,2021-02-01,MS,AZITROMICINA,5262
44,2021-02-01,MS,AZITROMICINA DI-HIDRATADA,13806
45,2021-02-01,MS,SULFATO DE HIDROXICLOROQUINA,1962
46,2021-02-01,MT,AZITROMICINA,2368
47,2021-02-01,MT,AZITROMICINA DI-HIDRATADA,17404
48,2021-02-01,MT,IVERMECTINA,34
49,2021-02-01,MT,SULFATO DE HIDROXICLOROQUINA,1460
50,2021-02-01,PA,AZITROMICINA,2921
51,2021-02-01,PA,AZITROMICINA DI-HIDRATADA,22158
52,2021-02-01,PA,IVERMECTINA,64
53,2021-02-01,PA,SULFATO DE HIDROXICLOROQUINA,1654
54,2021-02-01,PB,AZITROMICINA,5137
55,2021-02-01,PB,AZITROMICINA DI-HIDRATADA,26098
56,2021-02-01,PB,IVERMECTINA,12
57,2021-02-01,PB,SULFATO DE HIDROXICLOROQUINA,1307
58,2021-02-01,PE,AZITROMICINA,4378
59,2021-02-01,PE,AZITROMICINA DI-HIDRATADA,20194
60,2021-02-01,PE,IVERMECTINA,51
61,2021-02-01,PE,SULFATO DE HIDROXICLOROQUINA,2066
62,2021-02-01,PI,AZITROMICINA,887
63,2021-02-01,PI,AZITROMICINA DI-HIDRATADA,7172
64,2021-02-01,PI,IVERMECTINA,44
65,2021-02-01,PI,SULFATO DE HIDROXICLOROQUINA,631
66,2021-02-01,PR,AZITROMICINA,12517
67,2021-02-01,PR,AZITROMICINA DI-HIDRATADA,79493
68,2021-02-01,PR,IVERMECTINA,317
69,2021-02-01,PR,SULFATO DE HIDROXICLOROQUINA,10516
70,2021-02-01,RJ,AZITROMICINA,15730
71,2021-02-01,RJ,AZITROMICINA DI-HIDRATADA,62960
72,2021-02-01,RJ,IVERMECTINA,53
73,2021-02-01,RJ,SULFATO DE HIDROXICLOROQUINA,6283
74,2021-02-01,RN,AZITROMICINA,3679
75,2021-02-01,RN,AZITROMICINA DI-HIDRATADA,24172
76,2021-02-01,RN,IVERMECTINA,2
77,2021-02-01,RN,SULFATO DE HIDROXICLOROQUINA,1405
78,2021-02-01,RO,AZITROMICINA,2654
79,2021-02-01,RO,AZITROMICINA DI-HIDRATADA,14629
80,2021-02-01,RO,IVERMECTINA,68
81,2021-02-01,RO,SULFATO DE HIDROXICLOROQUINA,802
82,2021-02-01,RR,AZITROMICINA,926
83,2021-02-01,RR,AZITROMICINA DI-HIDRATADA,4033
84,2021-02-01,RR,SULFATO DE HIDROXICLOROQUINA,224
85,2021-02-01,RS,AZITROMICINA,22468
86,2021-02-01,RS,AZITROMICINA DI-HIDRATADA,127406
87,2021-02-01,RS,IVERMECTINA,156
88,2021-02-01,RS,SULFATO DE HIDROXICLOROQUINA,19493
89,2021-02-01,SC,AZITROMICINA,11186
90,2021-02-01,SC,AZITROMICINA DI-HIDRATADA,59494
91,2021-02-01,SC,IVERMECTINA,383
92,2021-02-01,SC,SULFATO DE HIDROXICLOROQUINA,8532
93,2021-02-01,SE,AZITROMICINA,1263
94,2021-02-01,SE,AZITROMICINA DI-HIDRATADA,8041
95,2021-02-01,SE,SULFATO DE HIDROXICLOROQUINA,797
96,2021-02-01,SP,AZITROMICINA,49512
97,2021-02-01,SP,AZITROMICINA DI-HIDRATADA,326346
98,2021-02-01,SP,IVERMECTINA,311
99,2021-02-01,SP,SULFATO DE HIDROXICLOROQUINA,21851
100,2021-02-01,TO,AZITROMICINA,744
101,2021-02-01,TO,AZITROMICINA DI-HIDRATADA,10198
102,2021-02-01,TO,IVERMECTINA,73
103,2021-02-01,TO,SULFATO DE HIDROXICLOROQUINA,424
