,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
0,2022-06-01,AC,AZITROMICINA,17
1,2022-06-01,AC,AZITROMICINA DI-HIDRATADA,134
2,2022-06-01,AL,AZITROMICINA,66
3,2022-06-01,AL,AZITROMICINA DI-HIDRATADA,410
4,2022-06-01,AM,AZITROMICINA,139
5,2022-06-01,AM,AZITROMICINA DI-HIDRATADA,1150
6,2022-06-01,AP,AZITROMICINA,285
7,2022-06-01,AP,AZITROMICINA DI-HIDRATADA,293
8,2022-06-01,BA,AZITROMICINA,563
9,2022-06-01,BA,AZITROMICINA DI-HIDRATADA,2941
10,2022-06-01,BA,IVERMECTINA,2
11,2022-06-01,BA,SULFATO DE HIDROXICLOROQUINA,11
12,2022-06-01,CE,AZITROMICINA,186
13,2022-06-01,CE,AZITROMICINA DI-HIDRATADA,1960
14,2022-06-01,CE,SULFATO DE HIDROXICLOROQUINA,13
15,2022-06-01,DF,AZITROMICINA,374
16,2022-06-01,DF,AZITROMICINA DI-HIDRATADA,1989
17,2022-06-01,DF,SULFATO DE HIDROXICLOROQUINA,29
18,2022-06-01,ES,AZITROMICINA,179
19,2022-06-01,ES,AZITROMICINA DI-HIDRATADA,1945
20,2022-06-01,ES,SULFATO DE HIDROXICLOROQUINA,5
21,2022-06-01,GO,AZITROMICINA,811
22,2022-06-01,GO,AZITROMICINA DI-HIDRATADA,3017
23,2022-06-01,GO,IVERMECTINA,1
24,2022-06-01,GO,SULFATO DE HIDROXICLOROQUINA,13
25,2022-06-01,MA,AZITROMICINA,52
26,2022-06-01,MA,AZITROMICINA DI-HIDRATADA,895
27,2022-06-01,MA,SULFATO DE HIDROXICLOROQUINA,1
28,2022-06-01,MG,AZITROMICINA,1159
29,2022-06-01,MG,AZITROMICINA DI-HIDRATADA,10856
30,2022-06-01,MG,SULFATO DE HIDROXICLOROQUINA,34
31,2022-06-01,MS,AZITROMICINA,297
32,2022-06-01,MS,AZITROMICINA DI-HIDRATADA,966
33,2022-06-01,MS,SULFATO DE HIDROXICLOROQUINA,12
34,2022-06-01,MT,AZITROMICINA,604
35,2022-06-01,MT,AZITROMICINA DI-HIDRATADA,1726
36,2022-06-01,MT,SULFATO DE HIDROXICLOROQUINA,4
37,2022-06-01,PA,AZITROMICINA,148
38,2022-06-01,PA,AZITROMICINA DI-HIDRATADA,1228
39,2022-06-01,PA,SULFATO DE HIDROXICLOROQUINA,6
40,2022-06-01,PB,AZITROMICINA,196
41,2022-06-01,PB,AZITROMICINA DI-HIDRATADA,997
42,2022-06-01,PB,SULFATO DE HIDROXICLOROQUINA,8
43,2022-06-01,PE,AZITROMICINA,177
44,2022-06-01,PE,AZITROMICINA DI-HIDRATADA,1843
45,2022-06-01,PE,SULFATO DE HIDROXICLOROQUINA,16
46,2022-06-01,PI,AZITROMICINA,38
47,2022-06-01,PI,AZITROMICINA DI-HIDRATADA,356
48,2022-06-01,PR,AZITROMICINA,1157
49,2022-06-01,PR,AZITROMICINA DI-HIDRATADA,4893
50,2022-06-01,PR,SULFATO DE HIDROXICLOROQUINA,14
51,2022-06-01,RJ,AZITROMICINA,2160
52,2022-06-01,RJ,AZITROMICINA DI-HIDRATADA,10272
53,2022-06-01,RJ,SULFATO DE HIDROXICLOROQUINA,117
54,2022-06-01,RN,AZITROMICINA,58
55,2022-06-01,RN,AZITROMICINA DI-HIDRATADA,1816
56,2022-06-01,RN,SULFATO DE HIDROXICLOROQUINA,4
57,2022-06-01,RO,AZITROMICINA,337
58,2022-06-01,RO,AZITROMICINA DI-HIDRATADA,2314
59,2022-06-01,RO,SULFATO DE HIDROXICLOROQUINA,9
60,2022-06-01,RR,AZITROMICINA,93
61,2022-06-01,RR,AZITROMICINA DI-HIDRATADA,597
62,2022-06-01,RS,AZITROMICINA,1164
63,2022-06-01,RS,AZITROMICINA DI-HIDRATADA,5499
64,2022-06-01,RS,SULFATO DE HIDROXICLOROQUINA,35
65,2022-06-01,SC,AZITROMICINA,379
66,2022-06-01,SC,AZITROMICINA DI-HIDRATADA,1683
67,2022-06-01,SC,SULFATO DE HIDROXICLOROQUINA,7
68,2022-06-01,SE,AZITROMICINA,122
69,2022-06-01,SE,AZITROMICINA DI-HIDRATADA,840
70,2022-06-01,SE,IVERMECTINA,9
71,2022-06-01,SE,SULFATO DE HIDROXICLOROQUINA,2
72,2022-06-01,SP,AZITROMICINA,4843
73,2022-06-01,SP,AZITROMICINA DI-HIDRATADA,23466
74,2022-06-01,SP,IVERMECTINA,1
75,2022-06-01,SP,SULFATO DE HIDROXICLOROQUINA,129
76,2022-06-01,TO,AZITROMICINA,168
77,2022-06-01,TO,AZITROMICINA DI-HIDRATADA,1137
78,2022-06-01,TO,SULFATO DE HIDROXICLOROQUINA,2
