,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
0,2021-09-01,AC,AZITROMICINA,254
1,2021-09-01,AC,AZITROMICINA DI-HIDRATADA,1473
2,2021-09-01,AC,SULFATO DE HIDROXICLOROQUINA,172
3,2021-09-01,AL,AZITROMICINA,910
4,2021-09-01,AL,AZITROMICINA DI-HIDRATADA,4730
5,2021-09-01,AL,SULFATO DE HIDROXICLOROQUINA,498
6,2021-09-01,AM,AZITROMICINA,666
7,2021-09-01,AM,AZITROMICINA DI-HIDRATADA,3272
8,2021-09-01,AM,IVERMECTINA,1
9,2021-09-01,AM,SULFATO DE HIDROXICLOROQUINA,220
10,2021-09-01,AP,AZITROMICINA,464
11,2021-09-01,AP,AZITROMICINA DI-HIDRATADA,2033
12,2021-09-01,AP,SULFATO DE HIDROXICLOROQUINA,168
13,2021-09-01,BA,AZITROMICINA,4266
14,2021-09-01,BA,AZITROMICINA DI-HIDRATADA,24268
15,2021-09-01,BA,IVERMECTINA,31
16,2021-09-01,BA,SULFATO DE HIDROXICLOROQUINA,2053
17,2021-09-01,CE,AZITROMICINA,2440
18,2021-09-01,CE,AZITROMICINA DI-HIDRATADA,10805
19,2021-09-01,CE,IVERMECTINA,2
20,2021-09-01,CE,SULFATO DE HIDROXICLOROQUINA,1220
21,2021-09-01,DF,AZITROMICINA,1926
22,2021-09-01,DF,AZITROMICINA DI-HIDRATADA,15989
23,2021-09-01,DF,IVERMECTINA,5
24,2021-09-01,DF,SULFATO DE HIDROXICLOROQUINA,2233
25,2021-09-01,ES,AZITROMICINA,1689
26,2021-09-01,ES,AZITROMICINA DI-HIDRATADA,19715
27,2021-09-01,ES,IVERMECTINA,5
28,2021-09-01,ES,SULFATO DE HIDROXICLOROQUINA,1587
29,2021-09-01,GO,AZITROMICINA,7563
30,2021-09-01,GO,AZITROMICINA DI-HIDRATADA,32427
31,2021-09-01,GO,IVERMECTINA,29
32,2021-09-01,GO,SULFATO DE HIDROXICLOROQUINA,2359
33,2021-09-01,MA,AZITROMICINA,1448
34,2021-09-01,MA,AZITROMICINA DI-HIDRATADA,9673
35,2021-09-01,MA,SULFATO DE HIDROXICLOROQUINA,483
36,2021-09-01,MG,AZITROMICINA,13124
37,2021-09-01,MG,AZITROMICINA DI-HIDRATADA,101073
38,2021-09-01,MG,IVERMECTINA,48
39,2021-09-01,MG,SULFATO DE HIDROXICLOROQUINA,7702
40,2021-09-01,MS,AZITROMICINA,2206
41,2021-09-01,MS,AZITROMICINA DI-HIDRATADA,8290
42,2021-09-01,MS,IVERMECTINA,8
43,2021-09-01,MS,SULFATO DE HIDROXICLOROQUINA,1042
44,2021-09-01,MT,AZITROMICINA,2309
45,2021-09-01,MT,AZITROMICINA DI-HIDRATADA,10880
46,2021-09-01,MT,IVERMECTINA,1
47,2021-09-01,MT,SULFATO DE HIDROXICLOROQUINA,576
48,2021-09-01,PA,AZITROMICINA,1669
49,2021-09-01,PA,AZITROMICINA DI-HIDRATADA,14534
50,2021-09-01,PA,IVERMECTINA,5
51,2021-09-01,PA,SULFATO DE HIDROXICLOROQUINA,1013
52,2021-09-01,PB,AZITROMICINA,2934
53,2021-09-01,PB,AZITROMICINA DI-HIDRATADA,13683
54,2021-09-01,PB,IVERMECTINA,26
55,2021-09-01,PB,SULFATO DE HIDROXICLOROQUINA,1402
56,2021-09-01,PE,AZITROMICINA,3101
57,2021-09-01,PE,AZITROMICINA DI-HIDRATADA,13740
58,2021-09-01,PE,IVERMECTINA,24
59,2021-09-01,PE,SULFATO DE HIDROXICLOROQUINA,2359
60,2021-09-01,PI,AZITROMICINA,434
61,2021-09-01,PI,AZITROMICINA DI-HIDRATADA,3615
62,2021-09-01,PI,IVERMECTINA,7
63,2021-09-01,PI,SULFATO DE HIDROXICLOROQUINA,500
64,2021-09-01,PR,AZITROMICINA,8586
65,2021-09-01,PR,AZITROMICINA DI-HIDRATADA,51640
66,2021-09-01,PR,IVERMECTINA,13
67,2021-09-01,PR,SULFATO DE HIDROXICLOROQUINA,5387
68,2021-09-01,RJ,AZITROMICINA,9361
69,2021-09-01,RJ,AZITROMICINA DI-HIDRATADA,60556
70,2021-09-01,RJ,IVERMECTINA,2
71,2021-09-01,RJ,SULFATO DE HIDROXICLOROQUINA,5986
72,2021-09-01,RN,AZITROMICINA,2659
73,2021-09-01,RN,AZITROMICINA DI-HIDRATADA,13371
74,2021-09-01,RN,SULFATO DE HIDROXICLOROQUINA,1022
75,2021-09-01,RO,AZITROMICINA,1173
76,2021-09-01,RO,AZITROMICINA DI-HIDRATADA,5613
77,2021-09-01,RO,SULFATO DE HIDROXICLOROQUINA,267
78,2021-09-01,RR,AZITROMICINA,483
79,2021-09-01,RR,AZITROMICINA DI-HIDRATADA,1584
80,2021-09-01,RR,SULFATO DE HIDROXICLOROQUINA,89
81,2021-09-01,RS,AZITROMICINA,12193
82,2021-09-01,RS,AZITROMICINA DI-HIDRATADA,75976
83,2021-09-01,RS,IVERMECTINA,3
84,2021-09-01,RS,SULFATO DE HIDROXICLOROQUINA,7493
85,2021-09-01,SC,AZITROMICINA,5953
86,2021-09-01,SC,AZITROMICINA DI-HIDRATADA,39577
87,2021-09-01,SC,IVERMECTINA,33
88,2021-09-01,SC,SULFATO DE HIDROXICLOROQUINA,3218
89,2021-09-01,SE,AZITROMICINA,1003
90,2021-09-01,SE,AZITROMICINA DI-HIDRATADA,4957
91,2021-09-01,SE,SULFATO DE HIDROXICLOROQUINA,652
