,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
0,2022-01-01,AC,AZITROMICINA,186
1,2022-01-01,AC,AZITROMICINA DI-HIDRATADA,3756
2,2022-01-01,AC,SULFATO DE HIDROXICLOROQUINA,44
3,2022-01-01,AL,AZITROMICINA,207
4,2022-01-01,AL,AZITROMICINA DI-HIDRATADA,1111
5,2022-01-01,AL,SULFATO DE HIDROXICLOROQUINA,2
6,2022-01-01,AM,AZITROMICINA,480
7,2022-01-01,AM,AZITROMICINA DI-HIDRATADA,3460
8,2022-01-01,AM,IVERMECTINA,3
9,2022-01-01,AM,SULFATO DE HIDROXICLOROQUINA,39
10,2022-01-01,AP,AZITROMICINA,93
11,2022-01-01,AP,AZITROMICINA DI-HIDRATADA,817
12,2022-01-01,AP,SULFATO DE HIDROXICLOROQUINA,1
13,2022-01-01,BA,AZITROMICINA,1416
14,2022-01-01,BA,AZITROMICINA DI-HIDRATADA,7685
15,2022-01-01,BA,SULFATO DE HIDROXICLOROQUINA,28
16,2022-01-01,CE,AZITROMICINA,703
17,2022-01-01,CE,AZITROMICINA DI-HIDRATADA,3496
18,2022-01-01,CE,SULFATO DE HIDROXICLOROQUINA,12
19,2022-01-01,DF,AZITROMICINA,303
20,2022-01-01,DF,AZITROMICINA DI-HIDRATADA,1299
21,2022-01-01,DF,SULFATO DE HIDROXICLOROQUINA,29
22,2022-01-01,ES,AZITROMICINA,526
23,2022-01-01,ES,AZITROMICINA DI-HIDRATADA,5561
24,2022-01-01,ES,SULFATO DE HIDROXICLOROQUINA,31
25,2022-01-01,GO,AZITROMICINA,2024
26,2022-01-01,GO,AZITROMICINA DI-HIDRATADA,10767
27,2022-01-01,GO,IVERMECTINA,11
28,2022-01-01,GO,SULFATO DE HIDROXICLOROQUINA,117
29,2022-01-01,MA,AZITROMICINA,288
30,2022-01-01,MA,AZITROMICINA DI-HIDRATADA,2422
31,2022-01-01,MA,SULFATO DE HIDROXICLOROQUINA,15
32,2022-01-01,MG,AZITROMICINA,5336
33,2022-01-01,MG,AZITROMICINA DI-HIDRATADA,27755
34,2022-01-01,MG,SULFATO DE HIDROXICLOROQUINA,210
35,2022-01-01,MS,AZITROMICINA,1116
36,2022-01-01,MS,AZITROMICINA DI-HIDRATADA,2040
37,2022-01-01,MS,SULFATO DE HIDROXICLOROQUINA,23
38,2022-01-01,MT,AZITROMICINA,2770
39,2022-01-01,MT,AZITROMICINA DI-HIDRATADA,4765
40,2022-01-01,MT,SULFATO DE HIDROXICLOROQUINA,16
41,2022-01-01,PA,AZITROMICINA,373
42,2022-01-01,PA,AZITROMICINA DI-HIDRATADA,3129
43,2022-01-01,PA,SULFATO DE HIDROXICLOROQUINA,33
44,2022-01-01,PB,AZITROMICINA,650
45,2022-01-01,PB,AZITROMICINA DI-HIDRATADA,3467
46,2022-01-01,PB,SULFATO DE HIDROXICLOROQUINA,9
47,2022-01-01,PE,AZITROMICINA,392
48,2022-01-01,PE,AZITROMICINA DI-HIDRATADA,2597
49,2022-01-01,PE,IVERMECTINA,40
50,2022-01-01,PE,SULFATO DE HIDROXICLOROQUINA,41
51,2022-01-01,PI,AZITROMICINA,62
52,2022-01-01,PI,AZITROMICINA DI-HIDRATADA,594
53,2022-01-01,PI,SULFATO DE HIDROXICLOROQUINA,5
54,2022-01-01,PR,AZITROMICINA,1708
55,2022-01-01,PR,AZITROMICINA DI-HIDRATADA,8733
56,2022-01-01,PR,IVERMECTINA,4
57,2022-01-01,PR,SULFATO DE HIDROXICLOROQUINA,188
58,2022-01-01,RJ,AZITROMICINA,3843
59,2022-01-01,RJ,AZITROMICINA DI-HIDRATADA,17558
60,2022-01-01,RJ,IVERMECTINA,3
61,2022-01-01,RJ,SULFATO DE HIDROXICLOROQUINA,262
62,2022-01-01,RN,AZITROMICINA,355
63,2022-01-01,RN,AZITROMICINA DI-HIDRATADA,4769
64,2022-01-01,RN,SULFATO DE HIDROXICLOROQUINA,43
65,2022-01-01,RO,AZITROMICINA,846
66,2022-01-01,RO,AZITROMICINA DI-HIDRATADA,4588
67,2022-01-01,RO,SULFATO DE HIDROXICLOROQUINA,27
68,2022-01-01,RR,AZITROMICINA,332
69,2022-01-01,RR,AZITROMICINA DI-HIDRATADA,1160
70,2022-01-01,RR,SULFATO DE HIDROXICLOROQUINA,7
71,2022-01-01,RS,AZITROMICINA,1267
72,2022-01-01,RS,AZITROMICINA DI-HIDRATADA,7414
73,2022-01-01,RS,IVERMECTINA,10
74,2022-01-01,RS,SULFATO DE HIDROXICLOROQUINA,256
75,2022-01-01,SC,AZITROMICINA,856
76,2022-01-01,SC,AZITROMICINA DI-HIDRATADA,3942
77,2022-01-01,SC,IVERMECTINA,4
78,2022-01-01,SC,SULFATO DE HIDROXICLOROQUINA,57
79,2022-01-01,SE,AZITROMICINA,530
80,2022-01-01,SE,AZITROMICINA DI-HIDRATADA,2197
81,2022-01-01,SE,SULFATO DE HIDROXICLOROQUINA,9
82,2022-01-01,SP,AZITROMICINA,8738
83,2022-01-01,SP,AZITROMICINA DI-HIDRATADA,59764
84,2022-01-01,SP,IVERMECTINA,5
85,2022-01-01,SP,SULFATO DE HIDROXICLOROQUINA,428
86,2022-01-01,TO,AZITROMICINA,328
87,2022-01-01,TO,AZITROMICINA DI-HIDRATADA,2769
