,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
0,2022-02-01,AC,AZITROMICINA,88
1,2022-02-01,AC,AZITROMICINA DI-HIDRATADA,1522
2,2022-02-01,AC,SULFATO DE HIDROXICLOROQUINA,51
3,2022-02-01,AL,AZITROMICINA,72
4,2022-02-01,AL,AZITROMICINA DI-HIDRATADA,507
5,2022-02-01,AL,SULFATO DE HIDROXICLOROQUINA,1
6,2022-02-01,AM,AZITROMICINA,119
7,2022-02-01,AM,AZITROMICINA DI-HIDRATADA,680
8,2022-02-01,AM,SULFATO DE HIDROXICLOROQUINA,26
9,2022-02-01,AP,AZITROMICINA,20
10,2022-02-01,AP,AZITROMICINA DI-HIDRATADA,452
11,2022-02-01,BA,AZITROMICINA,575
12,2022-02-01,BA,AZITROMICINA DI-HIDRATADA,3404
13,2022-02-01,BA,SULFATO DE HIDROXICLOROQUINA,40
14,2022-02-01,CE,AZITROMICINA,205
15,2022-02-01,CE,AZITROMICINA DI-HIDRATADA,1368
16,2022-02-01,CE,SULFATO DE HIDROXICLOROQUINA,12
17,2022-02-01,DF,AZITROMICINA,127
18,2022-02-01,DF,AZITROMICINA DI-HIDRATADA,676
19,2022-02-01,DF,IVERMECTINA,3
20,2022-02-01,DF,SULFATO DE HIDROXICLOROQUINA,15
21,2022-02-01,ES,AZITROMICINA,219
22,2022-02-01,ES,AZITROMICINA DI-HIDRATADA,2109
23,2022-02-01,ES,SULFATO DE HIDROXICLOROQUINA,11
24,2022-02-01,GO,AZITROMICINA,1160
25,2022-02-01,GO,AZITROMICINA DI-HIDRATADA,5001
26,2022-02-01,GO,IVERMECTINA,2
27,2022-02-01,GO,SULFATO DE HIDROXICLOROQUINA,105
28,2022-02-01,MA,AZITROMICINA,61
29,2022-02-01,MA,AZITROMICINA DI-HIDRATADA,624
30,2022-02-01,MA,SULFATO DE HIDROXICLOROQUINA,27
31,2022-02-01,MG,AZITROMICINA,2243
32,2022-02-01,MG,AZITROMICINA DI-HIDRATADA,10348
33,2022-02-01,MG,SULFATO DE HIDROXICLOROQUINA,110
34,2022-02-01,MS,AZITROMICINA,535
35,2022-02-01,MS,AZITROMICINA DI-HIDRATADA,892
36,2022-02-01,MS,SULFATO DE HIDROXICLOROQUINA,10
37,2022-02-01,MT,AZITROMICINA,502
38,2022-02-01,MT,AZITROMICINA DI-HIDRATADA,2154
39,2022-02-01,MT,SULFATO DE HIDROXICLOROQUINA,4
40,2022-02-01,PA,AZITROMICINA,96
41,2022-02-01,PA,AZITROMICINA DI-HIDRATADA,1240
42,2022-02-01,PA,IVERMECTINA,3
43,2022-02-01,PA,SULFATO DE HIDROXICLOROQUINA,28
44,2022-02-01,PB,AZITROMICINA,466
45,2022-02-01,PB,AZITROMICINA DI-HIDRATADA,1492
46,2022-02-01,PB,SULFATO DE HIDROXICLOROQUINA,12
47,2022-02-01,PE,AZITROMICINA,196
48,2022-02-01,PE,AZITROMICINA DI-HIDRATADA,1475
49,2022-02-01,PE,IVERMECTINA,37
50,2022-02-01,PE,SULFATO DE HIDROXICLOROQUINA,21
51,2022-02-01,PI,AZITROMICINA,23
52,2022-02-01,PI,AZITROMICINA DI-HIDRATADA,311
53,2022-02-01,PR,AZITROMICINA,1103
54,2022-02-01,PR,AZITROMICINA DI-HIDRATADA,4531
55,2022-02-01,PR,SULFATO DE HIDROXICLOROQUINA,97
56,2022-02-01,RJ,AZITROMICINA,1118
57,2022-02-01,RJ,AZITROMICINA DI-HIDRATADA,6338
58,2022-02-01,RJ,IVERMECTINA,3
59,2022-02-01,RJ,SULFATO DE HIDROXICLOROQUINA,180
60,2022-02-01,RN,AZITROMICINA,117
61,2022-02-01,RN,AZITROMICINA DI-HIDRATADA,2113
62,2022-02-01,RN,SULFATO DE HIDROXICLOROQUINA,26
63,2022-02-01,RO,AZITROMICINA,440
64,2022-02-01,RO,AZITROMICINA DI-HIDRATADA,2641
65,2022-02-01,RO,SULFATO DE HIDROXICLOROQUINA,8
66,2022-02-01,RR,AZITROMICINA,53
67,2022-02-01,RR,AZITROMICINA DI-HIDRATADA,250
68,2022-02-01,RR,SULFATO DE HIDROXICLOROQUINA,5
69,2022-02-01,RS,AZITROMICINA,937
70,2022-02-01,RS,AZITROMICINA DI-HIDRATADA,4129
71,2022-02-01,RS,IVERMECTINA,2
72,2022-02-01,RS,SULFATO DE HIDROXICLOROQUINA,150
73,2022-02-01,SC,AZITROMICINA,415
74,2022-02-01,SC,AZITROMICINA DI-HIDRATADA,1781
75,2022-02-01,SC,SULFATO DE HIDROXICLOROQUINA,44
76,2022-02-01,SE,AZITROMICINA,505
77,2022-02-01,SE,AZITROMICINA DI-HIDRATADA,974
78,2022-02-01,SE,SULFATO DE HIDROXICLOROQUINA,16
79,2022-02-01,SP,AZITROMICINA,3857
80,2022-02-01,SP,AZITROMICINA DI-HIDRATADA,17777
81,2022-02-01,SP,SULFATO DE HIDROXICLOROQUINA,293
82,2022-02-01,TO,AZITROMICINA,144
83,2022-02-01,TO,AZITROMICINA DI-HIDRATADA,967
84,2022-02-01,TO,SULFATO DE HIDROXICLOROQUINA,2
