,DATA,UF_VENDA,PRINCIPIO_ATIVO,QTD_VENDIDA
0,2020-12-01,AC,AZITROMICINA,515
1,2020-12-01,AC,AZITROMICINA DI-HIDRATADA,4265
2,2020-12-01,AC,IVERMECTINA,4
3,2020-12-01,AC,SULFATO DE HIDROXICLOROQUINA,243
4,2020-12-01,AL,AZITROMICINA,2347
5,2020-12-01,AL,AZITROMICINA DI-HIDRATADA,12608
6,2020-12-01,AL,IVERMECTINA,124
7,2020-12-01,AL,SULFATO DE HIDROXICLOROQUINA,1429
8,2020-12-01,AM,AZITROMICINA,4343
9,2020-12-01,AM,AZITROMICINA DI-HIDRATADA,14171
10,2020-12-01,AM,IVERMECTINA,3
11,2020-12-01,AM,SULFATO DE HIDROXICLOROQUINA,564
12,2020-12-01,AP,AZITROMICINA,668
13,2020-12-01,AP,AZITROMICINA DI-HIDRATADA,5818
14,2020-12-01,AP,IVERMECTINA,18
15,2020-12-01,AP,SULFATO DE HIDROXICLOROQUINA,347
16,2020-12-01,BA,AZITROMICINA,11346
17,2020-12-01,BA,AZITROMICINA DI-HIDRATADA,66186
18,2020-12-01,BA,IVERMECTINA,1127
19,2020-12-01,BA,SULFATO DE HIDROXICLOROQUINA,4427
20,2020-12-01,CE,AZITROMICINA,6402
21,2020-12-01,CE,AZITROMICINA DI-HIDRATADA,19894
22,2020-12-01,CE,IVERMECTINA,148
23,2020-12-01,CE,SULFATO DE HIDROXICLOROQUINA,1706
24,2020-12-01,DF,AZITROMICINA,3188
25,2020-12-01,DF,AZITROMICINA DI-HIDRATADA,28502
26,2020-12-01,DF,IVERMECTINA,36
27,2020-12-01,DF,SULFATO DE HIDROXICLOROQUINA,4560
28,2020-12-01,ES,AZITROMICINA,5716
29,2020-12-01,ES,AZITROMICINA DI-HIDRATADA,48527
30,2020-12-01,ES,IVERMECTINA,170
31,2020-12-01,ES,SULFATO DE HIDROXICLOROQUINA,4238
32,2020-12-01,GO,AZITROMICINA,11585
33,2020-12-01,GO,AZITROMICINA DI-HIDRATADA,57170
34,2020-12-01,GO,IVERMECTINA,419
35,2020-12-01,GO,SULFATO DE HIDROXICLOROQUINA,5357
36,2020-12-01,MA,AZITROMICINA,2494
37,2020-12-01,MA,AZITROMICINA DI-HIDRATADA,13384
38,2020-12-01,MA,IVERMECTINA,136
39,2020-12-01,MA,SULFATO DE HIDROXICLOROQUINA,826
40,2020-12-01,MG,AZITROMICINA,55089
41,2020-12-01,MG,AZITROMICINA DI-HIDRATADA,927705
42,2020-12-01,MG,IVERMECTINA,787
43,2020-12-01,MG,SULFATO DE HIDROXICLOROQUINA,17763
44,2020-12-01,MS,AZITROMICINA,11876
45,2020-12-01,MS,AZITROMICINA DI-HIDRATADA,30790
46,2020-12-01,MS,IVERMECTINA,22
47,2020-12-01,MS,SULFATO DE HIDROXICLOROQUINA,5294
48,2020-12-01,MT,AZITROMICINA,3071
49,2020-12-01,MT,AZITROMICINA DI-HIDRATADA,23274
50,2020-12-01,MT,IVERMECTINA,82
51,2020-12-01,MT,SULFATO DE HIDROXICLOROQUINA,1957
52,2020-12-01,PA,AZITROMICINA,4113
53,2020-12-01,PA,AZITROMICINA DI-HIDRATADA,23745
54,2020-12-01,PA,IVERMECTINA,54
55,2020-12-01,PA,SULFATO DE HIDROXICLOROQUINA,1856
56,2020-12-01,PB,AZITROMICINA,7310
57,2020-12-01,PB,AZITROMICINA DI-HIDRATADA,36537
58,2020-12-01,PB,IVERMECTINA,114
59,2020-12-01,PB,SULFATO DE HIDROXICLOROQUINA,1670
60,2020-12-01,PE,AZITROMICINA,6749
61,2020-12-01,PE,AZITROMICINA DI-HIDRATADA,35188
62,2020-12-01,PE,IVERMECTINA,591
63,2020-12-01,PE,SULFATO DE HIDROXICLOROQUINA,3300
64,2020-12-01,PI,AZITROMICINA,908
65,2020-12-01,PI,AZITROMICINA DI-HIDRATADA,8953
66,2020-12-01,PI,IVERMECTINA,46
67,2020-12-01,PI,SULFATO DE HIDROXICLOROQUINA,877
68,2020-12-01,PR,AZITROMICINA,16476
69,2020-12-01,PR,AZITROMICINA DI-HIDRATADA,102325
70,2020-12-01,PR,IVERMECTINA,1051
71,2020-12-01,PR,SULFATO DE HIDROXICLOROQUINA,16136
72,2020-12-01,RJ,AZITROMICINA,51349
73,2020-12-01,RJ,AZITROMICINA DI-HIDRATADA,179405
74,2020-12-01,RJ,IVERMECTINA,497
75,2020-12-01,RJ,SULFATO DE HIDROXICLOROQUINA,11157
76,2020-12-01,RN,AZITROMICINA,4863
77,2020-12-01,RN,AZITROMICINA DI-HIDRATADA,33923
78,2020-12-01,RN,IVERMECTINA,98
79,2020-12-01,RN,SULFATO DE HIDROXICLOROQUINA,1571
80,2020-12-01,RO,AZITROMICINA,2526
81,2020-12-01,RO,AZITROMICINA DI-HIDRATADA,14288
82,2020-12-01,RO,IVERMECTINA,36
83,2020-12-01,RO,SULFATO DE HIDROXICLOROQUINA,963
84,2020-12-01,RR,AZITROMICINA,884
85,2020-12-01,RR,AZITROMICINA DI-HIDRATADA,3845
86,2020-12-01,RR,SULFATO DE HIDROXICLOROQUINA,168
87,2020-12-01,RS,AZITROMICINA,30495
88,2020-12-01,RS,AZITROMICINA DI-HIDRATADA,142867
89,2020-12-01,RS,IVERMECTINA,575
